"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"1752","DB1752","Fabricación de cuerdas, cordeles, bramantes y redes","","5","175","Esta clase comprende:
¿   la fabricación de cuerdas, cordeles, bramantes y cordajes de fibras textiles, cintas y similares, estén o no impregnados, bañados, recubiertos o revestidos de caucho o materias plásticas
¿   la fabricación de redes de punto anudado hechas de cordelería
¿   la fabricación de productos de cordelería y de redes: redes para pescar, andullos para embarcaciones, cojines de descarga, eslingas, cuerdas o cables equipados con anillas metálicas, etc.","","Esta clase no comprende:
¿   la fabricación de redecillas para el pelo (véase 18.24)","","",
"1753","DB1753","Fabricación de telas no tejidas y artículos confeccionados con éstas, excepto prendas de vestir","","5","175","","","","","",
"176","DB176","Fabricación de tejidos de punto","","4","17","","","","","",
"1754","DB1754","Fabricación de otros artículos textiles","","5","175","Esta clase comprende:
¿   la fabricación de cintas tejidas, incluidas las consistentes en urdimbre sin trama unidas por medio de un adhesivo
¿   la fabricación de fieltro
¿   la fabricación de etiquetas, insignias, etc.
¿   la fabricación de artículos de pasamanería:
     ¿   la fabricación de trenzas, borlas, pompones, etc.
¿   la fabricación de tules y de tejidos de mallas anudadas, de encajes en pieza, en tiras o en motivos, de bordados
¿   la fabricación de tejidos impregnados, bañados, recubiertos o estratificados con materias plásticas
¿   la fabricación de guata y artículos textiles de guata:
     ¿   la fabricación de compresas y tampones
¿   la fabricación de hilo metalizado y de hilo recubierto, de cuerda de hilo de goma recubierta de materia textil, de hilo o cinta textil recubiertos, impregnados, bañados o revestidos con caucho o materias plásticas
¿   la fabricación de tejidos diversos: la fabricación de tejido de cordelería para neumáticos y de hilo sintético o artificial de alta tenacidad de telas para calcar y de transparencias para dibujar de telas preparadas para la pintura de bocarán y de tejidos textiles análogos empleados como refuerzo de tejidos con baño de goma o sustancias amiláceas
¿   la fabricación de artículos textiles diversos para uso técnico: mechas textiles, manguitos (camisas) incandescentes y tejidos tubulares empleados en su fabricación, mangueras, cintas transportadoras o de transmisión, gasas y telas para cerner, tejidos filtrantes","","Esta clase no comprende:
¿   la fabricación de revestimientos para suelos de fieltros punzonados (véase 17.51)
¿   la fabricación de tela de cable metálico tejido (véase 28.73)","","",
"1760","DB1760","Fabricación de tejidos de punto","","5","176","Esta clase comprende:
¿   la fabricación y tratamiento, en la misma unidad, de géneros de punto y de labor de ganchillo:
     ¿   la fabricación de tejidos de rizo y de pelo
     ¿   la fabricación de tejidos de mallas anudadas para visillos y cortinas fabricados con máquinas Raschel o similares
     ¿   la fabricación de otros géneros de punto y de labor de ganchillo","","Esta clase no comprende:
¿   la fabricación de tejidos de mallas anudadas para cortinas y visillos hechos con encajes fabricados en máquinas Raschel o similares (véase 17.54)","","",
"177","DB177","Fabricación de artículos en tejidos de punto","","4","17","","","","","",
"1771","DB1771","Fabricación de calcetería","","5","177","Esta clase comprende:
¿   la fabricación de artículos de calcetería, incluidos calcetines, medias ordinarias y medias pantalón","Esta clase comprende también:
¿   la fabricación de calzado de materias textiles sin suela incorporada","","","",
"1772","DB1772","Fabricación de otros artículos de punto","","5","177","","","","","",
"18","DB18","Industria de la confección y de la peletería","","3","DB","","","","","",
"181","DB181","Confección de prendas de cuero","","4","18","","","","","",
"2922","DK2922","Fabricación de maquinaria de elevación y manipulación","","5","292","Esta clase comprende:
¿   la fabricación de máquinas y aparatos de elevación, carga, descarga y manipulación:
     ¿   polipastos, incluidos los montados sobre carretillas, de tornos y cabrestantes y de gatos y otros elevadores fijos
     ¿   grúas de todas clases, pórticos y guías puentes rodantes
     ¿   carretillas de horquilla y carretillas automóviles provistas de otros dispositivos de elevación o manipulación, ya sean autopropulsadas o no, del tipo utilizado en las fábricas
     ¿   manipuladores mecánicos y de robots industriales concebidos especialmente para elevar, manipular, cargar o descargar
¿   la fabricación de transportadores, teleféricos, etc.
¿   la fabricación de ascensores y escaleras mecánicas","Esta clase comprende también:
¿   el mantenimiento de ascensores y escaleras mecánicas","Esta clase no comprende:
¿   la fabricación de elevadores y transportadores de movimiento continuo para trabajos subterráneos (véase 29.52)
¿   la fabricación de palas mecánicas, excavadoras y cargadores de palas (véase 29.52)
¿   la fabricación de robots industriales para usos diversos (véase 29.56)
¿   la fabricación de grúas flotantes, grúas de ferrocarril, camiones grúa (véanse 34.10, 35.11 y 35.20)
¿   la instalación de ascensores y montacargas (véase 45.31)","","",
"2923","DK2923","Fabricación de maquinaria de ventilación y refrigeración no doméstica","","5","292","Esta clase comprende:
¿   la fabricación de maquinaria de congelación y refrigeración industrial
¿   la fabricación de aparatos de aire acondicionado
¿   la fabricación de intercambiadores de calor
¿   la fabricación de ventiladores que no sean para uso doméstico","","Esta clase no comprende:
¿   la fabricación de hornos secadores para uso agrícola (véase 29.53)
¿   la fabricación de maquinaria de congelación y refrigeración para uso doméstico (véase 29.71)
¿   la fabricación de ventiladores domésticos (véase 29.71)","","",
"2924","DK2924","Fabricación de otra maquinaria de uso general","","5","292","Esta clase comprende:
¿   la fabricación de máquinas y aparatos para pesar (con exclusión de las balanzas de precisión de laboratorio):
     ¿   balanzas domésticas y para el comercio, básculas de plataforma, básculas para pesada continua, básculas puente, etc.
¿   la fabricación de máquinas y aparatos para el filtrado o la depuración de líquidos
¿   la fabricación de máquinas y aparatos para proyectar, dispersar o pulverizar materias líquidas o en polvo:
     ¿   la fabricación de pistolas de pulverización de aerosol, extintores, máquinas y aparatos de chorro de arena, máquinas y aparatos para lavado por chorro de vapor, etc.
¿   la fabricación de máquinas y aparatos para empaquetar o embalar mercancías:
     ¿   máquinas para el llenado, cerrado, sellado, capsulación o etiquetado de envases, etc.
¿   la fabricación de maquinas y aparatos para limpiar y secar botellas y para gasificar bebidas
¿   la fabricación de unidades de destilación y rectificación para refinerías de petróleo, industrias químicas, industrias de bebidas, etc.
¿   la fabricación de generadores de gas
¿   la fabricación de calandrias y otros laminadores distintos de los de metales o de vidrio
¿   la fabricación de centrifugadoras
¿   la fabricación de juntas de estanqueidad y de otras juntas construidas con una combinación de materiales o de capas del mismo material
¿   la fabricación de máquinas expendedoras automáticas","","Esta clase no comprende:
¿   la fabricación de máquinas y aparatos de pulverización destinados a usos agrícolas (véase 29.32)
¿   la fabricación de laminadores para metales y de máquinas para laminar el vidrio y de cilindros para los mismos (véanse 29.51 y 29.56)
¿   la fabricación de desnatadoras (29.53)
¿   la fabricación de ventiladores domésticos (véase 29.71)
¿   la fabricación de balanzas de precisión de tipo laboratorio (véase 33.20)","","",
"293","DK293","Fabricación de maquinaria agraria","","4","29","","","","","",
"2931","DK2931","Fabricación de tractores agrícolas","","5","293","Esta clase comprende:
¿   la fabricación de tractores empleados en la agricultura y en la silvicultura
¿   la fabricación de motocultores (de control externo)","","Esta clase no comprende:
¿   la fabricación de tractores viales para semirremolques (véase 34.10)
¿   la fabricación de remolques y semirremolques (véase 34.20)","","",
"2452","DG2452","Fabricación de perfumes y productos de belleza e higiene","","5","245","Esta clase comprende:
¿   la fabricación de perfumes y productos de belleza e higiene personal:
     ¿   perfumes y agua de tocador
     ¿   productos de belleza y de maquillaje
     ¿   productos para el bronceado y la prevención de las quemaduras de sol
     ¿   preparados para manicura o pedicura
     ¿   champús, lacas para el pelo, preparados para ondulaciones y desrizados
     ¿   dentífricos y preparados para la higiene bucal, incluidos los preparados para la fijación de dentaduras postizas
     ¿   preparados para el afeitado
     ¿   desodorantes y sales de baño
     ¿   depilatorios","","Esta clase no comprende:
¿   la extracción y refinado de aceites esenciales (véase 24.63)","","",
"246","DG246","Fabricación de otros productos químicos","","4","24","","","","","",
"2461","DG2461","Fabricación de explosivos","","5","246","Esta clase comprende:
¿   la fabricación de pólvoras de proyección
¿   la fabricación de explosivos
¿   la fabricación de artículos de pirotecnia","","","","",
"2462","DG2462","Fabricación de colas y gelatinas","","5","246","Esta clase comprende:
¿   la fabricación de gelatinas y sus derivados, colas y adhesivos preparados, incluidos las colas y adhesivos a base de caucho","","","","",
"2463","DG2463","Fabricación de aceites esenciales","","5","246","Esta clase comprende:
¿   la fabricación de extractos de productos aromáticos naturales
¿   la fabricación de resinoide sintético
¿   la fabricación de aguas destiladas aromáticas
¿   la fabricación de mezclas de productos aromáticos para la elaboración de perfumes o alimentos","","Esta clase no comprende:
¿   la fabricación de productos aromáticos sintéticos (véase 24.14)
¿   la fabricación de perfumes y productos de belleza e higiene personal (véase 24.52)","","",
"2464","DG2464","Fabricación de material fotográfico virgen y preparados químicos para fotografía","","5","246","Esta clase comprende:
¿   la fabricación de placas fotográficas, películas, papel sensibilizado y otros materiales sensibilizados sin impresionar
¿   la fabricación de preparados químicos para usos fotográficos","","","","",
"2465","DG2465","Fabricación de soportes vírgenes para grabación","","5","246","Esta clase comprende:
¿   la fabricación de soportes vírgenes para la grabación de sonido y vídeo
¿   la fabricación de discos y cintas vírgenes para ordenador","","Esta clase no comprende:
¿   la fabricación de soportes vírgenes para cine (véase 24.64)","","",
"265","DI265","Fabricación de cemento, cal y yeso","","4","26","","","","","",
"2651","DI2651","Fabricación de cemento","","5","265","Esta clase comprende:
¿   la fabricación de ladrillos refractarios y cementos hidráulicos, incluidos el portland, el cemento aluminoso, el cemento de escorias y los superfosfatos","","Esta clase no comprende:
¿   la fabricación de cementos empleados en odontología (véase 24.42)
¿   la fabricación de morteros, hormigones, etc., refractarios (véase 26.26)
¿   la fabricación de artículos de cemento (véase 26.6)
¿   la fabricación de hormigones y morteros frescos (véanse 26.63 y 26.64)","","",
"2652","DI2652","Fabricación de cal","","5","265","Esta clase comprende:
¿   la fabricación de cal viva, cal apagada y cal hidráulica","Esta clase comprende también:
¿   la producción de dolomita calcinada","","","",
"2653","DI2653","Fabricación de yeso","","5","265","","","Esta clase no comprende:
¿   la fabricación de artículos de yeso (véase 26.6)","","",
"266","DI266","Fabricación de elementos de hormigón, yeso y cemento","","4","26","","","","","",
"2661","DI2661","Fabricación de elementos de hormigón para la construcción","","5","266","Esta clase comprende:
¿   la fabricación de elementos premoldeados de hormigón, cemento o piedra artificial para la construcción:
     ¿   la fabricación de baldosas, losas, ladrillos, planchas, placas, paneles, tuberías, postes, etc.
¿   la fabricación de elementos estructurales prefabricados para la construcción y hormigón, cemento o piedra artificial para obras públicas","","","","",
"2662","DI2662","Fabricación de elementos de yeso para la construcción","","5","266","Esta clase comprende:
¿   la fabricación de elementos de yeso y escayola para la construcción:
     ¿   planchas, placas, paneles, etc.","","","","",
"2663","DI2663","Fabricación de hormigón fresco","","5","266","","","Esta clase no comprende:
¿   la fabricación de cementos refractarios (véase 26.26)","","",
"2664","DI2664","Fabricación de mortero","","5","266","Esta clase comprende:
¿   la fabricación de morteros en polvo","","Esta clase no comprende:
¿   la fabricación de morteros refractarios (véase 26.26)","","",
"2665","DI2665","Fabricación de fibrocemento","","5","266","Esta clase comprende:
¿   la fabricación de materiales de construcción de sustancias vegetales (lana de madera, paja, cañas, juncos) aglomerados con cemento, yeso u otros aglutinantes minerales
¿   la fabricación de artículos de fibrocemento de celulosa y similares:
     ¿   placas onduladas, otras placas, paneles, tejas, tubos, tuberías, depósitos, abrevaderos, canalones, contenedores, fregadores, jarras, mobiliario, marcos de ventana, etc.","","","","",
"2666","DI2666","Fabricación de otros productos de hormigón, yeso y cemento","","5","266","Esta clase comprende:
¿   la fabricación de otros productos de hormigón, yeso, cemento y piedra artificial:
     ¿   estatuas, mobiliario, altorrelieves y bajorrelieves, jarrones, jardineras, etc.","","","","",
"267","DI267","Industria de la piedra ornamental y para la construcción","","4","26","","","","","",
"2670","DI2670","Industria de la piedra ornamental y para la construcción","","5","267","Esta clase comprende:
¿   el aserrado, cortado, tallado y acabado de la piedra para su empleo en la construcción, cementerios, carreteras, tejados, etc.","","Esta clase no comprende:
¿   las actividades realizadas por los trabajadores de canteras, por ejemplo la producción de piedra cortada en bruto (véase 14.11)
¿   la producción de piedras para moler, piedras abrasivas y productos similares (véase 26.81)","","",
"268","DI268","Fabricación de productos minerales no metálicos diversos","","4","26","","","","","",
"2681","DI2681","Fabricación de productos abrasivos","","5","268","Esta clase comprende:
¿   la producción de piedras para moler, afilar o pulir y abrasivos naturales o artificiales, incluidos los productos abrasivos sobre base blanda","","","","",
"2682","DI2682","Fabricación de otros productos minerales no metálicos","","5","268","Esta clase comprende:
¿   la fabricación de hilados y géneros, prendas de vestir, calzado, gorras, cuerdas, cordones, papel, fieltro, etc., de mineral no metálico
¿   la fabricación de materiales de fricción y artículos sin montar similares con una base de sustancias minerales o de celulosa
¿   la fabricación de materiales minerales aislantes:
     ¿   lana de escorias, de roca y lanas minerales similares, vermiculita exfoliada, arcillas dilatadas y materiales similares para usos calorífugos y antiacústicos
¿   la fabricación de artículos de sustancias minerales diversas:
     ¿   mica trabajada y manufacturas de mica, turba, grafito (excepto artículos eléctricos), etc.","","Esta clase no comprende:
¿   la fabricación de lana de vidrio y productos a base de lana de vidrio (véase 26.14)","","",
"DJ","DJ","Metalurgia, fabricación de productos metálicos","","2","D","","","","","",
"27","DJ27","Metalurgia","","3","DJ","","","","","",
"271","DJ271","Fabricación de productos básicos de hierro, acero y ferroaleaciones ","","4","27","","","","","",
"2710","DJ2710","Fabricación de productos básicos de hierro, acero y ferroaleaciones ","","5","271","Esta clase comprende:
¿   la producción de lingotes de hierro y fundición especular en lingotes, bloques u otras formas primarias
¿   la producción de ferroaleaciones
¿   la producción de productos semielaborados de acero inoxidable u otros aceros aleados
¿   la producción de lingotes, otras formas primarias y productos semielaborados de acero inoxidable u otros aceros aleados
¿   la producción de angulares y perfiles de acero inoxidable u otros aceros aleados
¿   la producción de barras y varillas de acero inoxidable u otros aceros aleados
¿   la producción de productos planos laminados de hierro o acero no aleado
¿   la producción de angulares y perfiles de hierro o acero no aleado
¿   la producción de barras y varillas de hierro o acero no aleado
¿   la producción de tablestacas
¿   la producción de materiales para vías férreas","","","","",
"272","DJ272","Fabricación de tubos","","4","27","","","","","",
"2721","DJ2721","Fabricación de tubos de hierro","","5","272","Esta clase comprende:
¿   la fabricación de tubos de hierro y de tubos de hierro o acero vaciados por centrifugación
¿   la fabricación de juntas de hierro: fabricación de juntas de hierro maleable y no maleable y de juntas de acero cuya unión se obtiene: por enroscado, en el caso de juntas de rosca por contacto en el caso de juntas de casquillo, y por pernos, en el caso de juntas remachadas","","","","",
"2722","DJ2722","Fabricación de tubos de acero","","5","272","Esta clase comprende:
¿   la fabricación de tubos sin soldadura laminados, extrusionados o estirados en caliente, o estirados o laminados en frío
¿   la fabricación de tubos soldados mediante conformación y soldado en frío o en caliente, o mediante conformación y reducción en caliente o estirado en frío
¿   la fabricación de juntas de acero:
     ¿   remaches planos y remaches con anillos forjados de acero
     ¿   juntas de soldadura de acero
     ¿   juntas de rosca y otras juntas de soldadura de acero, etc.","","Esta clase no comprende:
¿   la fabricación de tubos sin soldadura a base de acero vaciado por centrifugación (véase 27.21)","","",
"273","DJ273","Otros procesos de primera transformación del hierro y del acero","","4","27","","","","","",
"2731","DJ2731","Estirado en frío","","5","273","Esta clase comprende:
¿   la fabricación de barras o perfiles de acero estirados en frío","","Esta clase no comprende:
¿   el trefilado (véase 27.34)","","",
"2732","DJ2732","Laminación en frío","","5","273","Esta clase comprende:
¿   la fabricación de productos planos de acero laminados en rollos o en tiras (con menos de 600 milímetros), mediante el relaminado en frío de productos planos laminados en caliente","","","","",
"2733","DJ2733","Laminación de perfiles en frío por conformación con plegado","","5","273","Esta clase comprende:
¿   la fabricación de perfiles o chapas perfiladas, por conformación en un tren de laminación o mediante plegado en una prensa, de productos planos de acero laminados","","","","",
"2734","DJ2734","Trefilado en frío","","5","273","Esta clase comprende:
¿   la fabricación de alambre de acero estirado en frío","","","","",
"274","DJ274","Producción y primera transformación de metales preciosos y de otros metales no férreos","","4","27","","","","","",
"2741","DJ2741","Producción y primera transformación de metales preciosos","","5","274","Esta clase comprende:
¿   la producción de metales preciosos:
     ¿   la producción y afinado de metales preciosos brutos: oro, plata, platino, etc.
¿   la producción de aleaciones de metales preciosos
¿   la producción de semielaborados de metales preciosos
¿   la producción de chapados de plata sobre metales comunes
¿   la producción de chapados de oro sobre metales comunes o plata
¿   la producción de chapados de platino y de metales del grupo del platino sobre oro, plata o metales comunes","","Esta clase no comprende:
¿   la fabricación de cajas de relojes de metales preciosos (véase 33.50)
¿   la fabricación de joyas de metales preciosos (véase 36.22)","","",
"2742","DJ2742","Producción y primera transformación de aluminio","","5","274","Esta clase comprende:
¿   la producción de aluminio a partir de alúmina
¿   la producción de aluminio mediante afinado electrolítico de los desechos y chatarra de aluminio
¿   la producción de aleaciones de aluminio
¿   la primera transformación del aluminio","Esta clase comprende también:
¿   la producción de óxido de aluminio (alúmina)
¿   la producción de papel de aluminio para envolver","","","",
"2743","DJ2743","Producción y primera transformación de plomo, zinc y estaño","","5","274","Esta clase comprende:
¿   la producción de cinc, plomo y estaño a partir de minerales
¿   la producción de cinc, plomo y estaño mediante afinado electrolítico de los desechos y chatarra de cinc, plomo y estaño
¿   la producción de aleaciones de cinc, plomo y estaño
¿   la primera transformación del cinc, el plomo y el estaño","","","","",
"2744","DJ2744","Producción y primera transformación de cobre","","5","274","Esta clase comprende:
¿   la producción de cobre a partir de minerales
¿   la producción de cobre a partir del afinado electrolítico de los desechos y chatarra de cobre
¿   la producción de aleaciones de cobre
¿   la fabricación de hilo y lámina fusibles
¿   la semimanufactura del cobre","","","","",
"2745","DJ2745","Producción y primera transformación de otros metales no férreos","","5","274","Esta clase comprende:
¿   la producción de cromo, manganeso, níquel, etc., a partir de minerales u óxidos
¿   la producción de cromo, manganeso, níquel, etc., a partir del afinado electrolítico y aluminotérmico de los desechos y chatarras de estos metales
¿   la producción de aleaciones de cromo, manganeso, níquel, etc.
¿   la primera transformación del cromo, el manganeso, el níquel, etc.","Esta clase comprende también:
¿   la producción de matas de níquel","","","",
"275","DJ275","Fundición de metales","","4","27","","","","","",
"2751","DJ2751","Fundición de hierro","","5","275","Esta clase comprende:
¿   la fundición de productos semielaborados de hierro
¿   la fundición de piezas de moldeo de hierro
¿   la fundición de piezas de moldeo esferoidales de grafito
¿   la fundición de productos maleables de hierro fundido","","Esta clase no comprende:
¿   la fundición realizada en relación con la fabricación de productos metálicos (véanse las divisiones 27.36)","","",
"2752","DJ2752","Fundición de acero","","5","275","Esta clase comprende:
¿   la fundición de productos semielaborados de acero
¿   la fundición de piezas de moldeo de acero","","Esta clase no comprende:
¿   la fundición realizada en relación con la fabricación de productos metálicos (véanse las divisiones 27.36)","","",
"2753","DJ2753","Fundición de metales ligeros","","5","275","Esta clase comprende:
¿   la fundición de productos semielaborados de metales ligeros
¿   la fundición de piezas de moldeo de metales ligeros","","Esta clase no comprende:
¿   la fundición realizada en relación con la fabricación de productos metálicos (véanse las divisiones 27.36)","","",
"2754","DJ2754","Fundición de otros metales no férreos","","5","275","Esta clase comprende:
¿   la fundición de piezas de moldeo metálicas pesadas
¿   la fundición de piezas de moldeo de metales preciosos","","Esta clase no comprende:
¿   la fundición realizada en relación con la fabricación de productos metálicos (véanse las divisiones 27.36)","","",
"28","DJ28","Fabricación de productos metálicos, excepto maquinaria y equipo","","3","DJ","","","","","",
"281","DJ281","Fabricación de elementos metálicos para la construcción","","4","28","","","","","",
"2811","DJ2811","Fabricación de estructuras metálicas y sus partes","","5","281","Esta clase comprende:
¿   la fabricación de armazones de metal para la construcción
¿   la fabricación de armazones industriales de metal (armazones de altos hornos, equipos para ascensores, para la manipulación de materiales, etc.)
¿   la fabricación de edificios metálicos prefabricados:
     ¿   barracas de obras, elementos modulares para exposiciones, etc.","","Esta clase no comprende:
¿   la fabricación de elementos de estructura para barcos (véase 35.11)","","",
"2812","DJ2812","Fabricación de carpintería metálica","","5","281","Esta clase comprende:
¿   la fabricación de puertas, ventanas metálicas y sus marcos, cierres, portales, etc.","","","","",
"282","DJ282","Fabricación de cisternas, grandes depósitos y contenedores de metal; fabricación de radiadores y calderas para la calefacción central","","4","28","","","","","",
"2821","DJ2821","Fabricación de cisternas, grandes depósitos y contenedores de metal","","5","282","Esta clase comprende:
¿   la fabricación de depósitos, cisternas y contenedores de metal similares, con capacidad superior a los 300 litros
¿   la fabricación de recipientes metálicos para gases comprimidos o licuados","","Esta clase no comprende:
¿   la fabricación de toneles, bidones, botes, cubos, cajas, etc., de metal con capacidad non superior a los 300 litros (véase 28.7)
¿   la fabricación de contenedores de transporte (véase 34.20)","","",
"2822","DJ2822","Fabricación de radiadores y calderas para la calefacción central","","5","282","","","","","",
"283","DJ283","Fabricación de generadores de vapor","","4","28","","","","","",
"2830","DJ2830","Fabricación de generadores de vapor","","5","283","Esta clase comprende:
¿   la fabricación de generadores de vapor de agua y otros generadores de vapor
¿   la fabricación de aparatos auxiliares para generadores de vapor:
     ¿   condensadores, economizadores, recalentadores y acumuladores de vapor
¿   la fabricación de reactores nucleares","Esta clase comprende también:
¿   la construcción de sistemas de cañerías, incluida la elaboración ulterior de conductos destinados principalmente a la fabricación de tubos o sistemas de canalización a presión, así como su diseño y construcción","Esta clase no comprende:
¿   la fabricación de separadores de isótopos (véase 29.56)","","",
"284","DJ284","Forja, estampación y embutición de metales; metalurgia de polvos","","4","28","","","","","",
"2840","DJ2840","Forja, estampación y embutición de metales; metalurgia de polvos","","5","284","Esta clase comprende:
¿   la forja, estampación, embutición y laminación de metales
¿   los trabajos de pulvimetalurgia: fabricación de objetos elaborados a base de polvos metálicos por tratamiento térmico (sinterización) o compresión","","Esta clase no comprende:
¿   la producción de polvo metálico de pulverización fina (véase 27)","","",
"285","DJ285","Tratamiento y revestimiento de metales; ingeniería mecánica general","","4","28","","","","","",
"2851","DJ2851","Tratamiento y revestimiento de metales","","5","285","Esta clase comprende:
¿   chapado, anodización, etc., de los metales
¿   el tratamiento térmico del metal
¿   desbarbado, limpieza por chorro de arena, chorreado al tambor, pulido, limpieza de los metales
¿   coloración y grabado de metales
¿   revestimiento no metálico de metales:
     ¿   plastificación, esmaltado, lacado, etc.
¿   endurecimiento, pulido de metales","","Esta clase no comprende:
¿   el chapado de metales preciosos sobre metales comunes u otros metales (véase 27.41)
¿   los servicios rápidos (véase 52.74)","","",
"2852","DJ2852","Ingeniería mecánica general","","5","285","Esta clase comprende:
¿   la perforación, el torneado, el fresado, la corrosión, el desbastado, la pulimentación, el punzado, el nivelado, el aserrado, el esmerilado, el afilado, la soldadura, el empalme, etc., de piezas metálicas trabajadas
¿   el corte de metales y la escritura sobre metal mediante rayos láser
¿   el mantenimiento mecánico general y la reparación de maquinaria","","","","",
"286","DJ286","Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería","","4","28","","","","","",
"2861","DJ2861","Fabricación de artículos de cuchillería y cubertería","","5","286","Esta clase comprende:
¿   la fabricación de artículos de cuchillería doméstica tales como cuchillos, tenedores, cucharas, etc.
¿   la fabricación de diversos utensilios cortantes:
     ¿   navajas y cuchillas de afeitar
     ¿   tijeras y máquinas de cortar el pelo","","Esta clase no comprende:
¿   la fabricación de cuchillas para máquinas (véase 28.62)
¿   la fabricación de vajillas de plata, servicios de mesa y utensilios de mesa de metales comunes (véase 28.75)
¿   la fabricación de cubertería, vajillas de plata, servicios de mesa y utensilios de mesa de metales preciosos (véase 36.22)","","",
"2862","DJ2862","Fabricación de herramientas y de útiles intercambiables para máquinas herramienta","","5","286","Esta clase comprende:
¿   la fabricación de cuchillas y hojas cortantes para máquinas y aparatos mecánicos
¿   la fabricación de herramientas manuales, como tenazas, destornilladores, etc.
¿   la fabricación de sierras y hojas de sierra, incluidas las hojas de sierras circulares y de sierras de cinta
¿   la fabricación de útiles intercambiables para herramientas de mano, mecánicas o no, y para máquinas herramientas: brocas, punzones, matrices, fresas
¿   la fabricación de herramientas de herrero: forjas, yunques, etc.
¿   la fabricación de tornillos de banco, abrazaderas","","Esta clase no comprende:
¿   la fabricación de herramientas manuales mecánicas (véase 29.40)","","",
"2863","DJ2863","Fabricación de cerraduras y herrajes","","5","286","Esta clase comprende:
¿   la fabricación de candados, cerraduras, abrazaderas y llaves y demás ferretería para edificios, muebles, vehículos, etc.","","","","",
"287","DJ287","Fabricación de otros productos metálicos diversos, excepto muebles","","4","28","","","","","",
"2871","DJ2871","Fabricación de bidones y toneles de hierro o acero","","5","287","Esta clase comprende:
¿   la fabricación de cajas metálicas de capacidad no superior a 300 litros
¿   la fabricación de cubos, botes, bidones, baldes","","Esta clase no comprende:
¿   la fabricación de cisternas y depósitos (véase 28.21)","","",
"2872","DJ2872","Fabricación de envases y embalajes metálicos ligeros","","5","287","Esta clase comprende:
¿   la fabricación de latas de conservas, tubos y estuches ligeros
¿   la fabricación de cierres metálicos","","","","",
"2873","DJ2873","Fabricación de productos de alambre","","5","287","Esta clase comprende:
¿   la fabricación de cables metálicos, trenzas metálicas y artículos similares
¿   la fabricación de artículos de hilo metálico: alambre de espino artificial, vallas, enrejados, mallas, telas metálicas, etc.
¿   la fabricación de puntas y alfileres","","","","",
"2874","DJ2874","Fabricación de pernos, tornillos, cadenas y muelles","","5","287","Esta clase comprende:
¿   la fabricación de clavos, tachuelas, alfileres, ganchos, remaches, arandelas y otros productos no fileteados similares
¿   la fabricación de artículos de tornillería: pernos, tornillos, tuercas
¿   la fabricación de muelles:
     ¿   ballestas, muelles helicoidales, barras de torsión
     ¿   hojas de muelle
¿   la fabricación de cadenas, salvo cadenas de transmisión mecánica","","Esta clase no comprende:
¿   la fabricación de cadenas de transmisión mecánica (véase 29.14)
¿   la fabricación de muelles de reloj (véase 33.50)","","",
"2875","DJ2875","Fabricación de otros productos metálicos","","5","287","Esta clase comprende:
¿   la fabricación de artículos metálicos para el hogar:
     ¿   cacerolas, sartenes y otros utensilios no eléctricos de mesa o de cocina
     ¿   artículos planos de metales comunes
     ¿   pequeños aparatos y accesorios de cocina
     ¿   estropajos metálicos
¿   la fabricación de bañeras, fregaderos, lavabos y artículos análogos de metales comunes
¿   la fabricación de pequeños artículos metálicos de oficina
¿   la fabricación de armarios blindados, cajas fuertes, puertas blindadas, etc.
¿   la fabricación de machetes, espadas, bayonetas, etc.
¿   la fabricación de hélices de barco
¿   la fabricación de artículos diversos de metales comunes:
     ¿   arneses de seguridad metálicos
     ¿   cierres, hebillas, corchetes
     ¿   placas indicadoras","","","","",
"DK","DK","Industria de la construcción de maquinaria y equipo mecánico","","2","D","","","","","",
"29","DK29","Fabricación de máquinas, equipo y material mecánico","","3","DK","","","","","",
"291","DK291","Fabricación de máquinas, equipo y material mecánico","","4","29","","","","","",
"2911","DK2911","Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores","","5","291","Esta clase comprende:
¿   la fabricación de motores de pistones de combustión interna, y de piezas para los mismos, excepto los destinados a la propulsión de aeronaves, vehículos automóviles y ciclomotores:
     ¿   motores para barcos
     ¿   motores para ferrocarril
¿   la fabricación de turbinas y piezas para las mismas:
     ¿   turbinas de vapor de agua y de vapores de otras clases
     ¿   turbinas hidráulicas, ruedas hidráulicas y reguladores para las mismas
     ¿   turbinas de gas","","Esta clase no comprende:
¿   la fabricación de turbinas eólicas (véase 29.12)
¿   la fabricación de grupos generadores de energía eléctrica (véase 31.10)
¿   la fabricación de equipos y componentes eléctricos para motores de combustión interna (véase 31.61)
¿   la fabricación de motores destinados a la propulsión de vehículos de motor, ciclomotores y aeronaves (véanse 34.10 y 35.30)
¿   la fabricación de turborreactores y turbopropulsores (véase 35.30)","","",
