"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"012313","A012313","Naranjas",6,"","01231","","","","","",
"012314","A012314","Tangerinas, mandarinas y clementinas",6,"","01231","","","","","",
"012319","A012319","Otros cítricos",6,"","01231","","","","","",
"0124","A0124","Frutas con hueso y pepitas",4,"","012","","","","","",
"01241","A01241","Manzanas",5,"","0124","","","","","",
"012410","A012410","Manzanas",6,"","01241","","","","","",
"01242","A01242","Otras frutas con hueso y pepitas",5,"","0124","","","","","",
"012421","A012421","Peras",6,"","01242","","","","","",
"012422","A012422","Membrillos",6,"","01242","","","","","",
"012423","A012423","Albaricoques",6,"","01242","","","","","",
"012424","A012424","Cerezas",6,"","01242","","","","","",
"012425","A012425","Melocotones",6,"","01242","","","","","",
"012426","A012426","Nectarinas",6,"","01242","","","","","",
"012427","A012427","Ciruelas",6,"","01242","","","","","",
"012428","A012428","Endrinas",6,"","01242","","","","","",
"012429","A012429","Otras frutas con hueso y pepitas n.c.o.p.",6,"","01242","","","","","",
"0125","A0125","Otros frutos de árboles y arbustos frutales y frutos secos",4,"","012","","","","","",
"01251","A01251","Bayas y frutos del género Vaccinium",5,"","0125","","","","","",
"012511","A012511","Kiwis",6,"","01251","","","","","",
"012512","A012512","Frambuesas",6,"","01251","","","","","",
"012513","A012513","Fresas",6,"","01251","","","","","",
"012519","A012519","Otras bayas y frutos del género Vaccinium n.c.o.p.",6,"","01251","Esta subcategoría comprende:
- arándanos
- grosellas y grosellas espinosas","","","SI","",
"01252","A01252","Semillas de frutos",5,"","0125","","","","","",
"012520","A012520","Semillas de frutos",6,"","01252","Esta subcategoría comprende también:
- semillas de sandía para siembra,
- semillas de árboles ornamentales o de árboles para el embellecimiento de parques, jardines y calles","","","SI","",
"01253","A01253","Frutos secos (excepto silvestres, cacahuetes y cocos)",5,"","0125","","Esta categoría no comprende:
- cacahuetes con cáscara, véase 01.11.82
- cocos, véase 01.26.20
- productos silvestres comestibles, véase 02.30.40
- frutos secos y cacahuetes sin cáscara, véase 10.39.25","","SI","",
"012531","A012531","Almendras",6,"","01253","","","","","",
"012532","A012532","Castañas",6,"","01253","","","","","",
"012533","A012533","Avellanas",6,"","01253","","","","","",
"012534","A012534","Pistachos",6,"","01253","","","","","",
"012535","A012535","Nueces",6,"","01253","","","","","",
"012539","A012539","Otros frutos secos (excepto silvestres, cacahuetes y cocos)",6,"","01253","","Esta subcategoría no comprende:
- cacahuetes con cáscara, véase 01.11.82
- cocos, véase 01.26.20
- productos silvestres comestibles, véase 02.30.40
-cacahuetes sin cáscara, véase 10.39.25","","SI","",
"01259","A01259","Otros frutos de árboles y arbustos n.c.o.p.",5,"","0125","","","","","",
"012590","A012590","Otros frutos de árboles y arbustos n.c.o.p.",6,"","01259","Esta subcategoría comprende también:
- caquis 
- nopales
- granadas","","","SI","",
"0126","A0126","Frutos de oleaginosas",4,"","012","","","","","",
"01261","A01261","Aceitunas",5,"","0126","","","","","",
"012611","A012611","Aceitunas de mesa",6,"","01261","","","","","",
"012612","A012612","Aceitunas destinadas a la producción de aceite",6,"","01261","","","","","",
"01262","A01262","Cocos",5,"","0126","","","","","",
"012620","A012620","Cocos",6,"","01262","","","","","",
"01269","A01269","Otros frutos de oleaginosas",5,"","0126","","","","","",
"012690","A012690","Otros frutos de oleaginosas",6,"","01269","","","","","",
"0127","A0127","Plantas para bebidas",4,"","012","","","","","",
"01271","A01271","Plantas para bebidas",5,"","0127","","","","","",
"012711","A012711","Café en grano sin tostar",6,"","01271","","","","","",
"012712","A012712","Hojas de té",6,"","01271","","","","","",
"012713","A012713","Hojas de yerba mate",6,"","01271","","","","","",
"099019","B099019","Servicios de apoyo a otras industrias extractivas n.c.o.p.",6,"","09901","Esta clase comprende los servicios complementarios prestados por cuenta de terceros y requeridos para las actividades de extracción comprendidas en las divisiones 05, 07 y 08, tales como:
- el drenaje y bombeo de minas
- sondeos relacionadas con la minería
- los servicios de prospección relacionados con la minería","","","SI","",
"C","C","PRODUCTOS MANUFACTURADOS",1,"","","","","","","",
"10","C10","Productos alimenticios",2,"","C","Esta sección comprende: 
- distintos productos que son el resultado de la agricultura y la ganadería, la silvicultura y la pesca, tales como carne, pescado, frutas, legumbres y hortalizas, aceites y grasas, productos de lechería, productos de molinería, productos para la alimentación de animales y otros productos alimenticios destinados al consumo humano o animal
- productos semielaborados que no son directamente productos alimenticios 
- subproductos de diferente valor de uso (por ejemplo: los cueros, tortas de semillas oleaginosas a partir de la producción de aceites vegetales)
- el tratamiento de desechos de matadero /decomisos de matadero/ para la producción de productos de alimentación animal","","","SI","",
"101","C101","Carne y productos cárnicos",3,"","10","","","","","",
"1011","C1011","Carne elaborada y en conserva",4,"","101","","","","","",
"10111","C10111","Carne de bovinos, porcinos, ovinos, caprinos, caballos y otros equinos, fresca o refrigerada",5,"","1011","","","","","",
"101111","C101111","Carne de bovino, fresca o refrigerada",6,"","10111","","","","","",
"101112","C101112","Carne de porcino, fresca o refrigerada",6,"","10111","","","","","",
"101113","C101113","Carne de ovino, fresca o refrigerada",6,"","10111","","","","","",
"101114","C101114","Carne de caprino, fresca o refrigerada",6,"","10111","","","","","",
"101115","C101115","Carne de caballo u otros equinos, fresca o refrigerada",6,"","10111","","","","","",
"10112","C10112","Despojos comestibles de bovino, porcino, ovino, caprino, caballos y otros equinos, frescos o refrigerados",5,"","1011","","","","","",
"101120","C101120","Despojos comestibles de bovino, porcino, ovino, caprino, caballos y otros equinos, frescos o refrigerados",6,"","10112","","","","","",
"10113","C10113","Carnes y despojos comestibles congelados; otras carnes y despojos comestibles",5,"","1011","","","","","",
"101131","C101131","Carne de bovino, congelada",6,"","10113","","","","","",
"101132","C101132","Carne de porcino, congelada",6,"","10113","","","","","",
"101133","C101133","Carne de ovino, congelada",6,"","10113","","","","","",
"101134","C101134","Carne de caprino, congelada",6,"","10113","","","","","",
"101135","C101135","Carne de caballo y otros équidos, congelada",6,"","10113","","","","","",
"101139","C101139","Otras carnes y despojos comestibles, frescos, refrigerados o congelados",6,"","10113","Esta subcategoría comprende también:
- carne de conejo","","","SI","",
"10114","C10114","Lana de matadero y cueros y pieles de bovino, equino, ovino y caprino",5,"","1011","","","","","",
"101141","C101141","Lana de matadero y lana suarda, incluida la lavada en vivo",6,"","10114","Esta subcategoría comprende también:
- lana de matadero y lavada en vivo","","","SI","",
"101142","C101142","Cueros y pieles de bovino o equino en bruto, enteras",6,"","10114","","","","","",
"101143","C101143","Otros cueros y pieles de bovino o equino en bruto",6,"","10114","","","","","",
"101144","C101144","Cueros y pieles de oveja o cordero en bruto",6,"","10114","","","","","",
"101145","C101145","Cueros y pieles de cabra o cabritilla en bruto",6,"","10114","","","","","",
"10115","C10115","Grasas de bovino, ovino, caprino o porcino",5,"","1011","","","","","",
"101150","C101150","Grasas de bovino, ovino, caprino o porcino",6,"","10115","","","","","",
"10116","C10116","Despojos en bruto no comestibles",5,"","1011","","","","","",
"101160","C101160","Despojos en bruto no comestibles",6,"","10116","","Esta subcategoría no comprende:
- vejigas, intestinos y otros residuos de pescado, véase 10.20.42","","SI","",
"10119","C10119","Operaciones de subcontratación que forman parte de la preparación de carne elaborada y en conserva",5,"","1011","","","","","",
"101199","C101199","Operaciones de subcontratación que forman parte de la preparación de carne elaborada y en conserva",6,"","10119","","","","","",
"1012","C1012","Carne de aves de corral elaborada y en conserva",4,"","101","","","","","",
"10121","C10121","Carne de aves de corral fresca o refrigerada",5,"","1012","","","","","",
"101210","C101210","Carne de aves de corral fresca o refrigerada",6,"","10121","","","","","",
"10122","C10122","Carne de aves de corral congelada",5,"","1012","","","","","",
"101220","C101220","Carne de aves de corral congelada",6,"","10122","","","","","",
"10123","C10123","Grasas de aves de corral",5,"","1012","","","","","",
"101230","C101230","Grasas de aves de corral",6,"","10123","","","","","",
"102025","C102025","Pescado elaborado o en conserva de otro modo, excepto en platos preparados",6,"","10202","","Esta subcategoría no comprende:
- platos y comidas preparados a base de pescado, véase 10.85.12","","SI","",
"102026","C102026","Caviar y sus sucedáneos",6,"","10202","","","","","",
"10203","C10203","Crustáceos, moluscos y otros invertebrados acuáticos, y algas, congelados, elaborados o en conserva",5,"","1020","","","","","",
"102031","C102031","Crustáceos congelados, secos, salados o en salmuera",6,"","10203","","","","","",
"102032","C102032","Moluscos congelados, secos, salados o en salmuera",6,"","10203","","","","","",
"102033","C102033","Otros invertebrados acuáticos y algas congelados, secos, salados o en salmuera",6,"","10203","","","","","",
"102034","C102034","Crustáceos, moluscos y otros invertebrados acuáticos, y algas, elaborados o conservados de otra manera",6,"","10203","Esta subcategoría comprende también:
- crustáceos, moluscos y otros invertebrados acuáticos ahumados","","","SI","",
"10204","C10204","Harinas, polvo y pellets no comestibles y otros productos n.c.o.p. de pescados, crustáceos, moluscos u otros invertebrados acuáticos o algas",5,"","1020","","","","","",
"102041","C102041","Harinas, polvo y pellets, crustáceos, moluscos u otros invertebrados acuáticos, o algas, no aptos para el consumo humano",6,"","10204","","","","","",
"102042","C102042","Otros productos no comestibles de pescado, crustáceos, moluscos u otros invertebrados acuáticos o algas",6,"","10204","","Esta subcategoría no comprende:
- aletas, cabezas, colas, vejigas natatorias y demás despojos comestibles de pescado, ahumados, salados o en salmuera 10.20.22","","SI","",
"10209","C10209","Ahumado y otros servicios de conservación y preparación para la elaboración de productos de pescado; operaciones de subcontratación que forman parte del proceso de la elaboración y conserva de pescados, crustáceos y moluscos",5,"","1020","","","","","",
"102091","C102091","Ahumado y otros servicios de conservación y preparación para la elaboración de productos de pescado",6,"","10209","Esta subcategoría comprende:
- cocción, ahumado, salazón, secado y otros servicios de tratamiento del pescado y sus productos","","","SI","",
"102099","C102099","Operaciones de subcontratación que forman parte del proceso de la elaboración y conserva de pescados, crustáceos y moluscos",6,"","10209","","","","","",
"103","C103","Frutas y hortalizas preparadas y en conserva",3,"","10","","","","","",
"1031","C1031","Patatas preparadas y en conserva",4,"","103","","","","","",
"10311","C10311","Patatas preparadas y en conserva",5,"","1031","","","","","",
"103111","C103111","Patatas congeladas",6,"","10311","","","","","",
"103112","C103112","Patatas desecadas, incluso en trozos o rodajas, pero sin otra preparación",6,"","10311","","","","","",
"103113","C103113","Harina, sémola, pasta y copos de patata",6,"","10311","","","","","",
"10319","C10319","Cocinado y otros servicios de elaboración de patatas y productos de patata; operaciones de subcontratación que forman parte de la preparación de patatas elaboradas y en conserva",5,"","1031","","","","","",
"103191","C103191","Cocinado y otros servicios de elaboración de patatas y productos de patata",6,"","10319","Esta subcategoría comprende:
- pelado, cocción y otros servicios de tratamiento de las patatas, y productos elaborados con éstas","","","SI","",
"103199","C103199","Operaciones de subcontratación que forman parte de la preparación de patatas elaboradas y en conserva",6,"","10319","","","","","",
"1032","C1032","Zumos de frutas y hortalizas",4,"","103","Esta clase comprende:
- concentrados de frutas y hortalizas frescas","","","SI","",
"10321","C10321","Zumos de frutas y hortalizas",5,"","1032","Esta subcategoría comprende también:
- mezclas de zumos de frutas y hortalizas procedentes de concentrado","","","SI","",
"103211","C103211","Zumo de tomate",6,"","10321","Esta subcategoría comprende:
- zumo de tomate no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103212","C103212","Zumo de naranja",6,"","10321","Esta subcategoría comprende:
- zumo de naranja no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103213","C103213","Zumo de toronja o pomelo",6,"","10321","Esta subcategoría comprende:
- zumo de toronja o pomelo no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103214","C103214","Zumo de piña",6,"","10321","Esta subcategoría comprende:
- zumo de piña no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103215","C103215","Zumo de uva",6,"","10321","Esta subcategoría comprende:
- zumo de uva no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103216","C103216","Zumo de manzana",6,"","10321","Esta subcategoría comprende:
- zumo de manzana no procedente de concentrado, no fermentado y sin gas añadido","","","SI","",
"103217","C103217","Mezclas de zumos de frutas y hortalizas",6,"","10321","Esta subcategoría comprende:
- mezclas de zumos de frutas y hortalizas no procedentes de concentrado , no fermentados y sin gas añadido
Esta subcategoría comprende también:
- mezclas de zumos concentrados, excepto el zumo de tomate","","","SI","",
"103219","C103219","Otros zumos de frutas y hortalizas",6,"","10321","Esta subcategoría comprende también:
- mezclas de zumos concentrados, excepto el zumo de tomate","","","SI","",
"10329","C10329","Operaciones de subcontratación que forman parte de la preparación de zumos de frutas y hortalizas",5,"","1032","","","","","",
"103299","C103299","Operaciones de subcontratación que forman parte de la preparación de zumos de frutas y hortalizas",6,"","10329","","","","","",
"1039","C1039","Otras frutas y hortalizas preparadas y en conserva",4,"","103","","","","","",
"10391","C10391","Hortalizas preparadas y en conserva excepto patatas",5,"","1039","","Esta categoría no comprende:
- patatas elaboradas y en conserva, véase 10.31.1","","SI","",
"103114","C103114","Patatas elaboradas o en conserva",6,"","10311","","","","","",
"103911","C103911","Hortalizas congeladas",6,"","10391","","","","","",
"103912","C103912","Hortalizas conservadas provisionalmente",6,"","10391","","","","","",
"103913","C103913","Hortalizas secas",6,"","10391","Esta subcategoría comprende también:
- mezclas de hortalizas secas","","","SI","",
"103914","C103914","Frutas y hortalizas cortadas y empaquetadas",6,"","10391","","","","","",
"103915","C103915","Judías verdes conservadas sin utilizar ni vinagre ni ácido acético, excepto platos preparados de hortalizas",6,"","10391","","Esta subcategoría no comprende:
- platos preparados, congelados y enlatados elaborados a base de judías, véase 10.85.13
- platos y comidas preparados a base de hortalizas, véase 10.85.13","","SI","",
"103916","C103916","Guisantes conservados sin utilizar ni vinagre ni ácido acético, excepto platos preparados de hortalizas",6,"","10391","","Esta subcategoría no comprende:
- platos preparados, congelados y enlatados elaborados a base de guisantes, véase 10.85.13
- platos y comidas preparados a base de hortalizas, véase 10.85.13","","SI","",
"103917","C103917","Otras hortalizas (excepto patatas) conservadas sin utilizar ni vinagre ni ácido acético, excepto platos preparados de hortalizas",6,"","10391","","Esta subcategoría no comprende:
 - productos alimenticios perecederos preparados, compuestos de hortalizas con aditivos como carnes (menos del 20%) o pescados (menos del 20%), o queso, o arroz o tallarines, véase 10.89.16
- platos preparados, congelados y enlatados elaborados a base de otras hortalizas, véase 10.85.13","","SI","",
"103918","C103918","Hortalizas (excepto patatas), frutos y demás partes comestibles de las plantas, preparados o conservados en vinagre o ácido acético",6,"","10391","","Esta subcategoría no comprende:
- patatas preparadas y en conserva, véase 10.31.14","","SI","",
"10392","C10392","Frutas y frutos secos preparados y en conserva",5,"","1039","","","","","",
"105130","C105130","Mantequilla y productos lácteos para untar",6,"","10513","","","","","",
"10514","C10514","Queso y cuajada",5,"","1051","","","","","",
"105140","C105140","Queso y cuajada",6,"","10514","","","","","",
"10515","C10515","Otros productos lácteos",5,"","1051","","","","","",
"105151","C105151","Leche y nata concentradas o con adición de azúcar u otras sustancias edulcorantes, en estado distinto del sólido",6,"","10515","","","","","",
"105152","C105152","Yogur y otros tipos de leche o nata fermentadas o acidificadas",6,"","10515","","","","","",
"105153","C105153","Caseína",6,"","10515","","Esta subcategoría no comprende:
- 	caseína endurecida, véase 20.16.59
- 	colas de caseína envasadas para la venta al por menor, véase 20.52.10","","SI","",
"105154","C105154","Lactosa y jarabe de lactosa",6,"","10515","","","","","",
"105155","C105155","Suero de leche",6,"","10515","","","","","",
"105156","C105156","Productos lácteos n.c.o.p.",6,"","10515","","","","","",
"10519","C10519","Operaciones de subcontratación que forman parte de la preparación de productos de la leche y el queso",5,"","1051","","","","","",
"105199","C105199","Operaciones de subcontratación que forman parte de la preparación de productos de la leche y el queso",6,"","10519","","","","","",
"1052","C1052","Helados",4,"","105","","","","","",
"10521","C10521","Helados y productos similares",5,"","1052","","","","","",
"105210","C105210","Helados y productos similares",6,"","10521","","","","","",
"10529","C10529","Operaciones de subcontratación que forman parte de la fabricación de helados",5,"","1052","","","","","",
"105299","C105299","Operaciones de subcontratación que forman parte de la fabricación de helados",6,"","10529","","","","","",
"106","C106","Productos de molinería, almidón y fécula, y productos amiláceos",3,"","10","","","","","",
"1061","C1061","Productos de molinería",4,"","106","","","","","",
"10611","C10611","Arroz semimolido, molido, descascarillado o partido",5,"","1061","","","","","",
"106111","C106111","Arroz descascarillado",6,"","10611","","","","","",
"106112","C106112","Arroz semimolido, molido o partido",6,"","10611","","","","","",
"10612","C10612","Harina de cereales o legumbres; sus mezclas",5,"","1061","","","","","",
"106121","C106121","Harina de trigo y de morcajo o tranquillón",6,"","10612","","","","","",
"106122","C106122","Harina de otros cereales",6,"","10612","","","","","",
"106123","C106123","Harinas y sémolas vegetales",6,"","10612","","Esta subcategoría no comprende:
- 	arroz semimolido, molido, descascarillado o partido, véase 10.61.1
- semolina, sémola y gránulos de cereales, véase 10.61.32
- 	platos preparados a base de arroz con carne, pescado y otros componentes, véase 10.85.19","","SI","",
"106124","C106124","Mezclas para la fabricación de productos de panadería",6,"","10612","","","","","",
"10613","C10613","Semolina, sémola y gránulos de otros productos de granos de cereales",5,"","1061","","","","","",
"106131","C106131","Semolina y sémola de trigo",6,"","10613","","","","","",
"106132","C106132","Semolina, sémola y gránulos de cereales n.c.o.p.",6,"","10613","","","","","",
"106133","C106133","Cereales para el desayuno y otros productos de grano",6,"","10613","","","","","",
"10614","C10614","Salvado, moyuelos y otros residuos de la elaboración de cereales",5,"","1061","","","","","",
"106140","C106140","Salvado, moyuelos y otros residuos de la elaboración de cereales",6,"","10614","","","","","",
"10619","C10619","Operaciones de subcontratación que forman parte de la fabricación de productos de molinería",5,"","1061","","","","","",
"106199","C106199","Operaciones de subcontratación que forman parte de la fabricación de productos de molinería",6,"","10619","","","","","",
"1062","C1062","Fécula y productos amiláceos",4,"","106","","","","","",
"10621","C10621","Fécula y productos amiláceos; azúcares y jarabes de azúcar n.c.o.p",5,"","1062","","","","","",
"106211","C106211","Almidón; inulina; gluten de trigo; dextrinas y otros productos amiláceos modificados",6,"","10621","","","","","",
"106212","C106212","Tapioca y sucedáneos preparados con fécula en copos, granos y formas similares",6,"","10621","","","","","",
"106213","C106213","Glucosa y jarabe de glucosa; fructosa y jarabe de fructosa; azúcar invertido; azúcares y jarabes de azúcar n.c.o.p.",6,"","10621","","","","","",
"106214","C106214","Aceite de maíz",6,"","10621","","","","","",
"10622","C10622","Residuos de la industria del almidón y residuos similares",5,"","1062","","","","","",
"106220","C106220","Residuos de la industria del almidón y residuos similares",6,"","10622","","","","","",
"10629","C10629","Operaciones de subcontratación que forman parte de la fabricación del almidón y sus productos",5,"","1062","","","","","",
"106299","C106299","Operaciones de subcontratación que forman parte de la fabricación del almidón y sus productos",6,"","10629","","","","","",
"107","C107","Productos de panadería y pastas alimenticias",3,"","10","","","","","",
"1071","C1071","Pan, y productos frescos de panadería y pastelería",4,"","107","","","","","",
"10711","C10711","Pan, y productos frescos de panadería y pastelería",5,"","1071","","","","","",
"107111","C107111","Pan fresco",6,"","10711","Esta subcategoría comprende también:
- pan congelado precocido","","","SI","",
"107112","C107112","Productos frescos de panadería y pastelería",6,"","10711","Esta subcategoría comprende también:
- pan con miel, huevos, queso o frutas añadidas
- productos de panadería y pastelería congelados y precocidos","","","SI","",
"10719","C10719","Operaciones de subcontratación que forman parte de la fabricación de pan y productos frescos o congelados de panadería y pastelería",5,"","1071","","","","","",
"107199","C107199","Operaciones de subcontratación que forman parte de la fabricación de pan y productos frescos o congelados de panadería y pastelería",6,"","10719","","","","","",
"1072","C1072","Bizcochos y galletas; productos de panadería y pastelería de larga duración",4,"","107","","","","","",
"10721","C10721","Bizcochos y galletas; productos de panadería y pastelería de larga duración",5,"","1072","","","","","",
"107211","C107211","Pan crujiente, bizcochos, pan tostado y productos tostados similares",6,"","10721","","","","","",
"107212","C107212","Pan de jengibre y productos similares; galletas dulces; gofres y obleas",6,"","10721","","","","","",
"107219","C107219","Otros productos de panadería y pastelería secos o de larga duración",6,"","10721","","","","","",
"10729","C10729","Operaciones de subcontratación que forman parte de la fabricación de bizcochos y galletas; productos de panadería y pastelería de larga duración",5,"","1072","","","","","",
"107299","C107299","Operaciones de subcontratación que forman parte de la fabricación de bizcochos y galletas; productos de panadería y pastelería de larga duración",6,"","10729","","","","","",
"1073","C1073","Macarrones, tallarines, cuscús y pastas alimenticias similares",4,"","107","","","","","",
"10731","C10731","Macarrones, tallarines, cuscús y pastas alimenticias similares",5,"","1073","","","","","",
"107311","C107311","Macarrones, tallarines y pastas alimenticias similares",6,"","10731","","Esta subcategoría no comprende:
- comidas preparadas a base de pasta con carne, hortalizas y otros componentes, véase 10.85.14","","SI","",
"107312","C107312","Cuscús",6,"","10731","","Esta subcategoría no comprende:
- comidas preparadas a base de cuscús con carne, hortalizas y otros componentes, véase 10.85.14","","SI","",
"10739","C10739","Operaciones de subcontratación que forman parte de la fabricación de macarrones, tallarines, cuscús y pastas alimenticias similares",5,"","1073","","","","","",
"107399","C107399","Operaciones de subcontratación que forman parte de la fabricación de macarrones, tallarines, cuscús y pastas alimenticias similares",6,"","10739","","","","","",
"108","C108","Otros productos alimenticios",3,"","10","","","","","",
"1081","C1081","Azúcar",4,"","108","","Esta clase no comprende:
- glucosa, jarabe de glucosa, maltosa, véase 10.62.13","","SI","",
"10811","C10811","Azúcar de caña o de remolacha refinada; melazas",5,"","1081","","","","","",
"108111","C108111","Azúcar de caña o de remolacha en estado sólido",6,"","10811","","","","","",
"108112","C108112","Azúcar refinada de caña o de remolacha y sacarosa químicamente pura, en estado sólido, sin aromatizantes colorantes añadidos",6,"","10811","","","","","",
"108113","C108113","Azúcar refinada de caña o de remolacha, con aromatizantes o colorantes; azúcar y jarabe de arce",6,"","10811","","","","","",
"108114","C108114","Melazas",6,"","10811","","","","","",
"10812","C10812","Pulpa de remolacha, bagazo y otros desechos de la industria azucarera",5,"","1081","","","","","",
"108120","C108120","Pulpa de remolacha, bagazo y otros desechos de la industria azucarera",6,"","10812","","","","","",
"10819","C10819","Operaciones de subcontratación que forman parte de la fabricación del azúcar",5,"","1081","","","","","",
"108199","C108199","Operaciones de subcontratación que forman parte de la fabricación del azúcar",6,"","10819","","","","","",
"1082","C1082","Cacao, chocolate y productos de confitería",4,"","108","","","","","",
"10821","C10821","Pasta de cacao, incluso desgrasada, manteca, grasa y aceite de cacao, cacao en polvo",5,"","1082","","","","","",
"108211","C108211","Pasta de cacao, incluso desgrasada",6,"","10821","","","","","",
"108212","C108212","Manteca, grasa y aceite de cacao",6,"","10821","","","","","",
"108213","C108213","Cacao en polvo sin azúcar ni otros edulcorantes",6,"","10821","","","","","",
"108214","C108214","Cacao en polvo azucarado o edulcorado de otro modo",6,"","10821","","","","","",
"10822","C10822","Chocolate y artículos de confitería",5,"","1082","","","","","",
"108221","C108221","Chocolate y preparados alimenticios que contengan cacao (excepto cacao en polvo edulcorado), a granel",6,"","10822","","Esta subcategoría no comprende:
- cacao en polvo azucarado o edulcorado de otro modo, véase 10.82.14","","SI","",
"108222","C108222","Chocolate y preparados alimenticios que contengan cacao (excepto cacao en polvo edulcorado), excepto a granel",6,"","10822","","Esta subcategoría no comprende:
- cacao en polvo azucarado o edulcorado de otro modo, véase 10.82.14","","SI","",
"108223","C108223","Artículos de confitería sin cacao (incluido el llamado ¿chocolate blanco¿)",6,"","10822","Esta subcategoría comprende también:
- chocolate blanco","","","SI","",
"108224","C108224","Frutas, frutos secos, cáscaras de fruta y otras partes de plantas, conservados con azúcar",6,"","10822","","","","","",
"10823","C10823","Cáscaras de cacao, cascarillas, pieles y otros residuos del cacao",5,"","1082","","","","","",
