"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"153325","DA153325","Otras frutas en conserva","","7","15332","","","","","",
"153326","DA153326","Huesos y almendras de albaricoque, melocotón o ciruela","","7","15332","","","","","",
"15333","DA15333","Materias, despojos y residuos vegetales y subproductos","","6","1533","","","","","",
"153330","DA153330","Materias, despojos y residuos vegetales y subproductos","","7","15333","","","","","",
"15339","DA15339","Cocción y otros servicios de preparación para la conservación de frutas y verduras","","6","1533","","","","","",
"153390","DA153390","Cocción y otros servicios de preparación para la conservación de frutas y verduras","","7","15339","Esta subcategoría comprende:
¿   cocción, concentración y otros servicios de tratamiento de frutas y verduras y sus productos","","Esta subcategoría no comprende:
¿   pelado, cocción y otros servicios de preparación para patatas y productos de patata (véase 15.31.90)","","",
"154","DA154","Aceites y grasas animales y vegetales","","4","15","","","","","",
"1541","DA1541","Aceites y grasas en bruto","","5","154","","","","","",
"15411","DA15411","Aceites y grasas animales y vegetales en bruto","","6","1541","","","","","",
"154111","DA154111","Aceites y grasas animales, en bruto y refinados (excepto grasas de ganado bovino, ovino, caprino, porcino y de aves)","","7","15411","","","","","",
"154112","DA154112","Aceite en bruto de soja, cacahuete, oliva, girasol, cártamo, semilla de algodón, nabina, colza y mostaza","","7","15411","","","","","",
"154113","DA154113","Aceite en bruto de palma, coco, almendra de palma, babasú y linaza","","7","15411","","","","","",
"15412","DA15412","Linters de algodón","","6","1541","","","","","",
"154120","DA154120","Linters de algodón","","7","15412","","","","","",
"15413","DA15413","Tortas de semillas oleaginosas y otros residuos sólidos de grasas o aceites vegetales; harinas de semillas vegetales o frutos oleaginosos ","","6","1541","","","","","",
"154131","DA154131","Tortas de semillas oleaginosas y otros residuos sólidos de grasas o aceites vegetales","","7","15413","","","","","",
"154132","DA154132","Harinas de semillas oleaginosas o frutas oleaginosas (excepto las de mostaza)","","7","15413","","","","","",
"15419","DA15419","Servicios industriales para aceites y grasas en bruto","","6","1541","","","","","",
"154199","DA154199","Servicios industriales para aceites y grasas en bruto","","7","15419","Esta subcategoría comprende:
¿   operaciones elementales en el proceso de producción de los productos mencionados, llevadas a cabo por un subcontratista con materiales propiedad del contratista o por cuenta de dicho contratista. El pago de estas operaciones se hace por el trabajo que representan y puede incluir el suministro de la materia prima necesaria para dicho trabajo.","","Esta subcategoría no comprende:
¿   mercancías de la misma gama, producidas en su totalidad por un subcontratista por cuenta de un tercero.","","",
"1542","DA1542","Aceites y grasas refinados","","5","154","","","","","",
"15421","DA15421","Aceites y grasas refinados (excepto residuos)","","6","1542","","","","","",
"154211","DA154211","Aceites de soja, cacahuete, oliva, girasol, cártamo, semilla de algodón, nabina, colza, sésamo y mostaza, y sus fracciones, refinados pero sin modificar químicamente","","7","15421","","","","","",
"154212","DA154212","Aceites de palma, coco, almendra de palma, babasú y linaza, y sus fracciones, refinados pero sin modificar químicamente; aceites de ricino, tung y jojoba y grasas y aceites vegetales fijos (excepto aceite de maíz) y sus fracciones n.c.o.p. ","","7","15421","","","","","",
"154213","DA154213","Grasas y aceites animales o vegetales y sus fracciones, hidrogenados, esterificados, pero sin otra preparación","","7","15421","","","","","",
"15422","DA15422","Ceras vegetales (excepto triglicéridos); degrás; residuos resultantes del tratamiento de sustancias grasas o ceras animales o vegetales","","6","1542","","","","","",
"154220","DA154220","Ceras vegetales (excepto triglicéridos); degrás; residuos procedentes del tratamiento de grasas o ceras animales o vegetales","","7","15422","","","","","",
"15429","DA15429","Servicios industriales para aceites y grasas refinados","","6","1542","","","","","",
"154299","DA154299","Servicios industriales para aceites y grasas refinados","","7","15429","Esta subcategoría comprende:
¿   operaciones elementales en el proceso de producción de los productos mencionados, llevadas a cabo por un subcontratista con materiales propiedad del contratista o por cuenta de dicho contratista. El pago de estas operaciones se hace por el trabajo que representan y puede incluir el suministro de la materia prima necesaria para dicho trabajo.","","Esta subcategoría no comprende:
¿   mercancías de la misma gama, producidas en su totalidad por un subcontratista por cuenta de un tercero.","","",
"1543","DA1543","Margarina y grasas comestibles análogas","","5","154","","","","","",
"15431","DA15431","Margarina y grasas comestibles análogas","","6","1543","","","","","",
"A","A","PRODUCTOS DE LA AGRICULTURA, LA GANADERÍA, LA CAZA Y LA SILVICULTURA","","1","","","","","","",
"AA","AA","PRODUCTOS DE LA AGRICULTURA, LA GANADERÍA, LA CAZA Y LA SILVICULTURA","","2","A","","","","","",
"01","AA01","PRODUCTOS DE LA AGRICULTURA, DE LA GANADERÍA Y DE LA CAZA Y SERVICIOS RELACIONADOS CON LOS MISMOS","","3","AA","","","","","",
"011","AA011","Productos agrícolas","","4","01","","","","","",
"0111","AA0111","Cultivo de cereales y otros cultivos","","5","011","","","","","",
"01111","AA01111","Cereales","","6","0111","","","","","",
"011111","AA011111","Trigo duro","","7","01111","","","","","",
"011112","AA011112","Trigo blando y tranquillón","","7","01111","","","","","",
"011113","AA011113","Maíz","","7","01111","","","","","",
"011114","AA011114","Arroz descascarillado","","7","01111","","","","","",
"011115","AA011115","Cebada","","7","01111","","","","","",
"011116","AA011116","Centeno, avena","","7","01111","","","","","",
"011117","AA011117","Otros cereales","","7","01111","","","","","",
"01112","AA01112","Patatas; legumbres secas; raíces y tubérculos comestibles","","6","0111","","","","","",
"011121","AA011121","Patatas","","7","01112","","","","","",
"011122","AA011122","Legumbres secas y peladas","","7","01112","","","","","",
"011123","AA011123","Raíces y tubérculos comestibles ricos en almidón o inulina","","7","01112","","","","","",
"01113","AA01113","Semillas y frutos oleaginosos","","6","0111","","","","","",
"011131","AA011131","Soja","","7","01113","","","","","",
"011132","AA011132","Cacahuetes","","7","01113","","","","","",
"011133","AA011133","Semillas de girasol, sésamo (ajonjolí), cárcamo, colza y mostaza","","7","01113","","","","","",
"011134","AA011134","Semillas de algodón","","7","01113","","","","","",
"011135","AA011135","Semillas y frutos oleaginosos n.c.o.p.","","7","01113","","","","","",
"01114","AA01114","Tabaco sin elaborar","","6","0111","","","","","",
"011140","AA011140","Tabaco sin elaborar","","7","01114","","","","","",
"01115","AA01115","Plantas utilizadas para la fabricación de azúcar","","6","0111","","","","","",
"011151","AA011151","Remolacha azucarera","","7","01115","","","","","",
"011152","AA011152","Caña de azúcar","","7","01115","","","","","",
"01116","AA01116","Paja y forraje","","6","0111","","","","","",
"011160","AA011160","Paja y forraje","","7","01116","","","","","",
"01117","AA01117","Materias vegetales en bruto utilizadas en la fabricación de textiles","","6","0111","","","","","",
"011171","AA011171","Algodón, desmotado o sin desmotar","","7","01117","","","","","",
"011172","AA011172","Yute y otras fibras textiles del líber (excepto lino, cáñamo y ramio)","","7","01117","","","","","",
"011173","AA011173","Lino y cáñamo; sisal y otras fibras textiles del género del agave, en bruto ","","7","01117","","","","","",
"01118","AA01118","Caucho natural","","6","0111","","","","","",
"011180","AA011180","Caucho natural","","7","01118","","","","","",
"01119","AA01119","Plantas para perfumería, farmacia y similares; semillas de remolacha azucarera, semillas de plantas forrajeras; otras materias vegetales en bruto","","6","0111","","","","","",
"011191","AA011191","Plantas utilizadas principalmente en perfumería y farmacia, o para fabricar insecticidas, plaguicidas o fungicidas o con fines análogos","","7","01119","","","","","",
"011192","AA011192","Semillas de remolacha azucarera y de plantas forrajeras","","7","01119","","","","","",
"011193","AA011193","Otras materias vegetales en bruto","","7","01119","","","","","",
"0112","AA0112","Cultivo de hortalizas, especialidades de horticultura y productos de vivero","","5","011","","","","","",
"01121","AA01121","Otras legumbres y hortalizas, frescas o refrigeradas","","6","0112","","","","","",
"011211","AA011211","Legumbres y hortalizas de raíz y tubérculo","","7","01121","","","","","",
"011212","AA011212","Legumbres y hortalizas cultivadas por su fruto","","7","01121","","","","","",
"011213","AA011213","Otras legumbres y hortalizas n.c.o.p.","","7","01121","","","","","",
"01122","AA01122","Plantas vivas; flores y capullos cortados; semillas de flores y frutos; semillas de legumbres y hortalizas","","6","0112","","","","","",
"011221","AA011221","Plantas vivas; bulbos y otros tubérculos y raíces; estacas y esquejes; esporas de hongos","","7","01122","","","","","",
"011222","AA011222","Flores y capullos cortados","","7","01122","","","","","",
"011223","AA011223","Semillas de flores y frutos","","7","01122","","","","","",
"011224","AA011224","Semillas de legumbres y hortalizas","","7","01122","","","","","",
"0113","AA0113","Cultivo de frutas, frutos secos, especias y cultivos para bebidas","","5","011","","","","","",
"01131","AA01131","Uvas","","6","0113","","","","","",
"011311","AA011311","Uvas de mesa","","7","01131","","","","","",
"011312","AA011312","Otros tipos de uva fresca","","7","01131","","","","","",
"01132","AA01132","Otros tipos de fruta y frutos secos","","6","0113","","","","","",
"011321","AA011321","Dátiles, higos, plátanos, cocos, nueces del Brasil, anacardos, ananás (piñas), aguacates, mangos, guayabas","","7","01132","","","","","",
"011322","AA011322","Cítricos","","7","01132","","","","","",
"011323","AA011323","Otros tipos de fruta, algarrobas","","7","01132","","","","","",
"011324","AA011324","Aceitunas y otros frutos secos","","7","01132","","","","","",
"01133","AA01133","Cultivos de plantas para bebidas","","6","0113","","","","","",
"011331","AA011331","Café sin tostar no descafeinado","","7","01133","","","","","",
"011332","AA011332","Té verde (sin fermentar), té negro (fermentado) y té parcialmente fermentado, en envases inmediatos superiores a 3 kg","","7","01133","","","","","",
"011333","AA011333","Yerba mate","","7","01133","","","","","",
"011334","AA011334","Cacao en grano","","7","01133","","","","","",
"01134","AA01134","Especias sin elaborar","","6","0113","","","","","",
"011340","AA011340","Especias sin elaborar","","7","01134","","","","","",
"012","AA012","Productos de la ganadería ","","4","01","","","","","",
"0121","AA0121","Ganado bovino vivo y sus productos","","5","012","","","","","",
"01211","AA01211","Ganado bovino vivo","","6","0121","","","","","",
"012111","AA012111","Ganado bovino vivo distinto de los terneros","","7","01211","","","","","",
"012112","AA012112","Terneros","","7","01211","","","","","",
"01212","AA01212","Leche sin elaborar de ganado bovino","","6","0121","","","","","",
"012120","AA012120","Leche sin elaborar de ganado bovino","","7","01212","","","","","",
"01213","AA01213","Semen bovino","","6","0121","","","","","",
"012130","AA012130","Semen bovino","","7","01213","","","","","",
"0122","AA0122","Ganado ovino, caprino y equino vivo y sus productos","","5","012","","","","","",
"01221","AA01221","Ganado ovino, caprino y equino vivo","","6","0122","","","","","",
"012211","AA012211","Ganado ovino vivo","","7","01221","","","","","",
"012212","AA012212","Ganado caprino vivo","","7","01221","","","","","",
"012213","AA012213","Ganado equino vivo","","7","01221","","","","","",
"01222","AA01222","Leche de oveja y cabra sin elaborar","","6","0122","","","","","",
"012221","AA012221","Leche de oveja sin elaborar","","7","01222","","","","","",
"012222","AA012222","Leche de cabra sin elaborar","","7","01222","","","","","",
"01223","AA01223","Lana y pelo de animales","","6","0122","","","","","",
"012231","AA012231","Lana grasa de esquila, incluida la lavada en vivo","","7","01223","","","","","",
"012232","AA012232","Pelo fino u ordinario de animales (con inclusión de crines) sin cardar ni peinar","","7","01223","","","","","",
"0123","AA0123","Ganado porcino vivo","","5","012","","","","","",
"01231","AA01231","Ganado porcino vivo","","6","0123","","","","","",
"012310","AA012310","Ganado porcino vivo","","7","01231","","","","","",
"0124","AA0124","Aves de corral vivas y huevos","","5","012","","","","","",
"01241","AA01241","Aves de corral vivas","","6","0124","","","","","",
"012410","AA012410","Aves de corral vivas","","7","01241","","","","","",
"01242","AA01242","Huevos con cáscara","","6","0124","","","","","",
"012420","AA012420","Huevos con cáscara","","7","01242","","","","","",
"0125","AA0125","Otros animales vivos y sus productos","","5","012","","","","","",
"01251","AA01251","Otros animales vivos","","6","0125","","","","","",
"012510","AA012510","Otros animales vivos","","7","01251","","","","","",
"01252","AA01252","Otros productos animales","","6","0125","","","","","",
"012521","AA012521","Miel natural","","7","01252","","","","","",
"012522","AA012522","Caracoles vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, excepto caracoles marinos; ancas de rana frescas, refrigeradas o congeladas ","","7","01252","","","","","",
"012523","AA012523","Productos comestibles de origen animal n.c.o.p.","","7","01252","","","","","",
"012524","AA012524","Capullos de gusano de seda adecuados para el devanado","","7","01252","","","","","",
"012525","AA012525","Cera de insectos y esperma de ballena","","7","01252","","","","","",
"01253","AA01253","Pieles finas sin curtir","","6","0125","","","","","",
"012531","AA012531","Pieles finas sin curtir, excepto las de cordero","","7","01253","","","","","",
"012532","AA012532","Pieles finas sin curtir de cordero","","7","01253","","","","","",
"012533","AA012533","Pieles sin curtir de otros animales (frescas o conservadas, pero sin preparar de otro modo)","","7","01253","","","","","",
"014","AA014","Servicios agrícolas y ganaderos (excepto servicios veterinarios); servicios de mantenimiento de jardines","","4","01","","","","","",
"0141","AA0141","Servicios agrícolas; servicios de mantenimiento de jardines","","5","014","","","","","",
"01411","AA01411","Servicios agrícolas; servicios de mantenimiento de jardines","","6","0141","","","","","",
"014111","AA014111","Servicios relacionados con la producción agrícola","","7","01411","Esta subcategoría comprende:
¿   preparación de terrenos de cultivo
¿   establecimiento, plantación y tratamiento de los cultivos
¿   fumigación de cultivos, incluida la fumigación aérea
¿   poda de árboles frutales y vides
¿   trasplante de plántulas de arroz y aclarado de la remolacha
¿   desmote de algodón
¿   cosechado y preparación de cosechas para los mercados primarios
¿   otros servicios necesarios para la producción agrícola","Esta subcategoría también comprende:
¿   control de plagas
¿   explotación de sistemas de riego
¿   alquiler de maquinaria agrícola con conductores y operarios","Esta subcategoría no comprende:
¿   servicios prestados por agrónomos y economistas agrarios (véase 74.14.15)","","",
"014112","AA014112","Servicios de plantación y mantenimiento de jardines, parques y cementerios","","7","01411","Esta subcategoría comprende:
¿   servicios de plantación y mantenimiento de jardines, parques, instalaciones deportivas, cementerios y otras zonas verdes
¿   servicios de poda de árboles y setos con fines ornamentales","","Esta subcategoría no comprende:
¿   trabajos de construcción (véase 45)
¿   servicios de arquitectura paisajística (véase 74.20.52)
¿   servicios de cementerio y cremación (véase 93.03.11)","","",
"0142","AA0142","Servicios ganaderos (excepto servicios veterinarios)","","5","014","","","","","",
"01421","AA01421","Servicios ganaderos (excepto servicios veterinarios)","","6","0142","","","","","",
"014210","AA014210","Servicios ganaderos (excepto servicios veterinarios)","","7","01421","Esta subcategoría comprende:
¿   servicios necesarios para la producción de animales de cría, como la inseminación artificial, el esquilado de ovejas y el cuidado y la conducción de ganado
¿   servicios de clasificación de huevos, limpieza de corrales, estabulación de animales de granja, etc.","","Esta subcategoría no comprende:
¿   servicios prestados por agrónomos y economistas agrarios (véase 74.14.15)
¿   servicios veterinarios (véase 85.20.12)
¿   servicios de cuadras y perreras de canódromo (véase 92.62.13)
¿   servicios de monta de caballos con fines recreativos (véase 92.72.12)","","",
"015","AA015","Servicios de caza, captura de animales, repoblación cinegética y servicios afines","","4","01","","","","","",
"0150","AA0150","Servicios de caza, captura de animales, repoblación cinegética y servicios afines","","5","015","","","","","",
"01501","AA01501","Servicios de caza, captura de animales, repoblación cinegética y servicios afines","","6","0150","","","","","",
"015010","AA015010","Servicios de caza, captura de animales, repoblación cinegética y servicios afines","","7","01501","","","","","",
"02","AA02","PRODUCTOS DE LA SILVICULTURA, DE LA EXPLOTACIÓN FORESTAL Y SERVICIOS AFINES","","3","AA","","","","","",
"020","AA020","Productos de la silvicultura, de la explotación forestal y servicios afines","","4","02","","","","","",
"0201","AA0201","Productos de la silvicultura y la explotación forestal","","5","020","","","","","",
"02011","AA02011","Madera en bruto","","6","0201","","","","","",
"020111","AA020111","Troncos de madera de especies coníferas","","7","02011","","","","","",
"020112","AA020112","Troncos de madera de especies no coníferas","","7","02011","","","","","",
"020113","AA020113","Troncos de madera de especies tropicales","","7","02011","","","","","",
"020114","AA020114","Leña","","7","02011","","","","","",
"020115","AA020115","Otros tipos de madera en bruto, incluidos rodrigones y estacas","","7","02011","","","","","",
"02012","AA02012","Gomas naturales","","6","0201","","","","","",
"020121","AA020121","Balata, gutapercha, guayule, chicle y gomas naturales análogas","","7","02012","","","","","",
"020122","AA020122","Laca, gomas naturales, resinas, gomorresinas y bálsamos","","7","02012","","","","","",
"02013","AA02013","Corcho natural, en bruto o simplemente preparado","","6","0201","","","","","",
"020130","AA020130","Corcho natural, en bruto o simplemente preparado","","7","02013","","","","","",
"02014","AA02014","Otros productos de la silvicultura","","6","0201","","","","","",
"020141","AA020141","Partes de plantas, hierbas, musgo y líquenes adecuados a fines ornamentales","","7","02014","","","","","",
"020142","AA020142","Materias vegetales n.c.o.p. utilizadas para trenzado, relleno, acolchado, teñido o curtido; productos vegetales n.c.o.p. ","","7","02014","","","","","",
"02015","AA02015","Árboles (madera) en pie","","6","0201","","","","","",
"020150","AA020150","Árboles (madera) en pie","","7","02015","","","","","",
"02016","AA02016","Servicios de viveros de árboles de bosque","","6","0201","","","","","",
"020160","AA020160","Servicios de viveros de árboles de bosque","","7","02016","","","","","",
"0202","AA0202","Servicios relacionados con la silvicultura y la explotación forestal","","5","020","","","","","",
"02021","AA02021","Servicios relacionados con la silvicultura y la explotación forestal","","6","0202","","","","","",
"020210","AA020210","Servicios relacionados con la silvicultura y la explotación forestal","","7","02021","Esta subcategoría comprende:
¿   servicios forestales, como trasplante, replantación, clareo, evaluación de masas en pie, estimación del valor de la madera y protección contra incendios
¿   servicios relacionados con la explotación forestal, como tala, corte, desembarque, acarreo y transporte de madera en el interior del bosque","","","","",
"B","B","PESCADO Y OTROS PRODUCTOS DE LA PESCA; SERVICIOS RELACIONADOS CON LA PESCA","","1","","","","","","",
"BA","BA","PESCADO Y OTROS PRODUCTOS DE LA PESCA; SERVICIOS RELACIONADOS CON LA PESCA","","2","B","","","","","",
"05","BA05","PESCADO Y OTROS PRODUCTOS DE LA PESCA; SERVICIOS RELACIONADOS CON LA PESCA ","","3","BA","","","","","",
"050","BA050","Pescado y otros productos de la pesca; servicios relacionados con la pesca ","","4","05","","","","","",
"0500","BA0500","Pescado y otros productos de la pesca; servicios relacionados con la pesca ","","5","050","","","","","",
"05001","BA05001","Peces vivos y pescado fresco o refrigerado","","6","0500","","","","","",
"050011","BA050011","Peces ornamentales y otros peces vivos","","7","05001","","","","","",
"050012","BA050012","Pescado fresco o refrigerado","","7","05001","","","","","",
"05002","BA05002","Crustáceos no congelados; ostras; otros invertebrados acuáticos vivos, frescos o refrigerados","","6","0500","","","","","",
"050021","BA050021","Crustáceos no congelados","","7","05002","","","","","",
"050022","BA050022","Ostras","","7","05002","","","","","",
"050023","BA050023","Otros moluscos o mariscos e invertebrados acuáticos vivos, frescos o refrigerados","","7","05002","","","","","",
"05003","BA05003","Otros productos acuáticos","","6","0500","","","","","",
"050031","BA050031","Coral y productos similares, conchas de moluscos, crustáceos o equinodermos y jibión","","7","05003","","","","","",
"050032","BA050032","Esponjas naturales de origen animal","","7","05003","","","","","",
"050033","BA050033","Algas frescas o secas, incluso pulverizadas","","7","05003","","","","","",
"05004","BA05004","Perlas","","6","0500","","","","","",
"050041","BA050041","Perlas naturales sin labrar","","7","05004","","","","","",
"050042","BA050042","Perlas cultivadas sin labrar","","7","05004","","","","","",
"05005","BA05005","Servicios relacionados con la pesca","","6","0500","","","","","",
"050050","BA050050","Servicios relacionados con la pesca","","7","05005","","","","","",
"05006","BA05006","Servicios relacionados con la explotación, alevinaje y cría de peces","","6","0500","","","","","",
"050060","BA050060","Servicios relacionados con la explotación, alevinaje y cría de peces","","7","05006","","","","","",
"C","C","PRODUCTOS DE LAS INDUSTRIAS EXTRACTIVAS","","1","","","","","","",
"CA","CA","PRODUCTOS ENERGÉTICOS","","2","C","","","","","",
"10","CA10","HULLA, ANTRACITA Y LIGNITO; TURBA","","3","CA","","","","","",
"101","CA101","Hulla y antracita","","4","10","","","","","",
"1010","CA1010","Hulla y antracita","","5","101","","","","","",
"10101","CA10101","Carbón","","6","1010","","","","","",
"101011","CA101011","Hulla sin aglomerar","","7","10101","","","","","",
"101012","CA101012","Briquetas, ovoides y combustibles sólidos análogos producidos a base de hulla","","7","10101","","","","","",
"101013","CA101013","Servicios relacionados con la extracción de hulla y antracita","","7","10101","Esta subcategoría comprende:
¿   lavado, cribado, clasificación, pulverización y aglomeración de hulla y antracita","","","","",
"102","CA102","Lignito pardo","","4","10","","","","","",
"1020","CA1020","Lignito pardo","","5","102","","","","","",
"10201","CA10201","Lignito pardo","","6","1020","","","","","",
"102010","CA102010","Lignito pardo","","7","10201","","","","","",
"103","CA103","Turba","","4","10","","","","","",
"1030","CA1030","Turba","","5","103","","","","","",
"10301","CA10301","Turba","","6","1030","","","","","",
"103010","CA103010","Turba","","7","10301","","","","","",
"11","CA11","PETRÓLEO CRUDO Y GAS NATURAL; SERVICIOS RELACIONADOS CON LA EXTRACCIÓN DE PETRÓLEO Y GAS, EXCEPTO PROSPECCIÓN","","3","CA","","","","","",
"111","CA111","Petróleo crudo y gas natural","","4","11","","","","","",
"1110","CA1110","Petróleo crudo y gas natural","","5","111","","","","","",
"11101","CA11101","Aceite crudo de petróleo y aceites crudos obtenidos de minerales bituminosos","","6","1110","","","","","",
"111010","CA111010","Aceite crudo de petróleo y aceites crudos obtenidos de minerales bituminosos","","7","11101","","","","","",
"11102","CA11102","Gas natural, licuado o en estado gaseoso","","6","1110","","","","","",
"111020","CA111020","Gas natural, licuado o en estado gaseoso","","7","11102","","","","","",
"11103","CA11103","Licuación y regasificación de gas natural para su transporte","","6","1110","","","","","",
"111030","CA111030","Licuación y regasificación de gas natural para su transporte","","7","11103","","","","","",
"11104","CA11104","Esquistos bituminosos y arenas alquitraníferas","","6","1110","","","","","",
"111040","CA111040","Esquistos bituminosos y arenas alquitraníferas","","7","11104","","","","","",
"112","CA112","Servicios relacionados con la extracción de petróleo y gas (excepto prospección)","","4","11","","","","","",
"1120","CA1120","Servicios relacionados con la extracción de petróleo y gas (excepto prospección)","","5","112","","","","","",
"11201","CA11201","Servicios relacionados con la extracción de petróleo y gas (excepto prospección)","","6","1120","","","","","",
"112011","CA112011","Servicios de perforación relacionados con la extracción de petróleo y gas","","7","11201","","","","","",
"112012","CA112012","Servicios de instalación, reparación y desmantelamiento de torres de perforación y servicios anexos relacionados con la extracción de petróleo y gas","","7","11201","Esta subcategoría comprende:
¿   servicios necesarios para la extracción de petróleo y gas, como instalación y desmantelamiento de torres de perforación, revestimiento de los tubos de encamisado, bombeo, taponamiento y abandono de los pozos
¿   servicios especializados de extinción de incendios","","Esta subcategoría no comprende:
¿   servicios de prospección de petróleo y gas, véanse 74.20.71 y 74.20.72","","",
"12","CA12","MINERALES DE URANIO Y TORIO","","3","CA","","","","","",
"120","CA120","Minerales de uranio y torio","","4","12","","","","","",
"1200","CA1200","Minerales de uranio y torio","","5","120","","","","","",
"12001","CA12001","Minerales de uranio y torio y sus concentrados","","6","1200","","","","","",
"120010","CA120010","Minerales de uranio y torio y sus concentrados","","7","12001","","","","","",
"CB","CB","OTROS MINERALES, EXCEPTO PRODUCTOS ENERGÉTICOS","","2","C","","","","","",
"13","CB13","MINERALES METÁLICOS","","3","CB","","","","","",
"131","CB131","Minerales de hierro","","4","13","","","","","",
"1310","CB1310","Minerales de hierro","","5","131","","","","","",
"13101","CB13101","Minerales de hierro y sus concentrados","","6","1310","","","","","",
"131010","CB131010","Minerales de hierro y sus concentrados","","7","13101","","","","","",
"132","CB132","Minerales metálicos no férreos (excepto minerales de uranio y torio)","","4","13","","","","","",
"1320","CB1320","Minerales metálicos no férreos (excepto minerales de uranio y torio)","","5","132","","","","","",
"13201","CB13201","Minerales metálicos no férreos y sus concentrados, distintos de los minerales de uranio y torio y sus concentrados","","6","1320","","","","","",
"132011","CB132011","Minerales de cobre y sus concentrados","","7","13201","","","","","",
"132012","CB132012","Minerales de níquel y sus concentrados","","7","13201","","","","","",
"132013","CB132013","Minerales de aluminio y sus concentrados","","7","13201","","","","","",
"132014","CB132014","Minerales de metales preciosos y sus concentrados","","7","13201","","","","","",
"132015","CB132015","Minerales de plomo, cinc, estaño y sus concentrados","","7","13201","","","","","",
"132016","CB132016","Otros minerales metálicos no férreos y sus concentrados","","7","13201","","","","","",
"14","CB14","MINERALES NO METÁLICOS NI ENERGÉTICOS","","3","CB","","","","","",
"141","CB141","Piedra","","4","14","","","","","",
"1411","CB1411","Piedra ornamental y de construcción","","5","141","","","","","",
"14111","CB14111","Piedra ornamental y de construcción","","6","1411","","","","","",
"141111","CB141111","Mármol y otros tipos de piedra calcárea ornamental o de construcción","","7","14111","","","","","",
"141112","CB141112","Granito, arenisca y otros tipos de piedra ornamental o de construcción","","7","14111","","","","","",
"1412","CB1412","Piedra caliza, yeso y creta","","5","141","","","","","",
"14121","CB14121","Piedra caliza y yeso","","6","1412","","","","","",
"141210","CB141210","Piedra caliza y yeso","","7","14121","","","","","",
"14122","CB14122","Creta y dolomita","","6","1412","","","","","",
"141220","CB141220","Creta y dolomita","","7","14122","","","","","",
"1413","CB1413","Pizarra","","5","141","","","","","",
"14131","CB14131","Pizarra","","6","1413","","","","","",
"141310","CB141310","Pizarra","","7","14131","","","","","",
"142","CB142","Arena y arcilla","","4","14","","","","","",
"1421","CB1421","Grava y arena","","5","142","","","","","",
"14211","CB14211","Grava y arena","","6","1421","","","","","",
"142111","CB142111","Arenas naturales","","7","14211","","","","","",
