"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"01135","01135","PESCADOS Y MARISCOS SECOS, AHUMADOS O SALADOS","",4,"0113","- 	Bacalao curado o salado, envasado o a granel.
- 	Otros pescados secos, salados o en salmuera: mojama, arenques, salmón, trucha, anchoas, huevas de pescado secas, tollina, bonito seco¿ 
- 	Pescados ahumados o marinados (salmón, trucha, bacalao, anchoas, huevas de pescado, tollina¿).","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01136","01136","PESCADOS Y MARISCOS PROCESADOS Y OTRAS PREPARACIONES DE PESCADOS Y MARISCOS","",4,"0113","- 	Toda clase de túnidos en aceite, tomate o escabeche, al natural¿ como bonito, albacora, atún de almadraba, blanco o claro, en lata o en otros recipientes herméticamente cerrados.
- 	Todo tipo de pescados y mariscos en conserva, tales como: sardinas en lata o conservadas en otros recipientes herméticamente cerrados, ya sean en aceite, tomate o escabeche; anchoas en conserva; boquerones en vinagre, caballa, mejillones y berberechos en lata o en otros recipientes; otros pescados, moluscos y mariscos en conserva: gallo, lubina, jurel, trucha.
- 	Colas de langosta, caviar en conserva; patés de pescado; hígado de bacalao; huevas de pescado en conserva, navajas, pulpo, vieiras, productos en lata que sean para consumo directo (p. ej.: calamar en su tinta en lata).
- 	Pescados o mariscos enharinados que no sean para consumo directo: aros de calamar rebozados, filetes empanados de merluza, palitos de pescado, muslitos de mar, tortita de camarones, croquetas, empanadillas, pasteles¿ (congelados o no).
- 	Langostino o gamba cocida. Pulpo cocido.
- 	Bocas o palitos de mar, gula tipo ""Gula del Norte"", surimi.
- 	Preparados de paella que contengan pescado y/o marisco, pueden contener verdura, pero sin arroz.
- 	Bocadelia de atún.","Excluye:
- 	Los productos dietéticos preparados a base de pescado (01.1.9.5). 
- 	Los alimentos para bebés preparados a base de pescado (01.1.9.3).
- 	Platos preparados a base de pescado (01.1.9.4).
- 	Platos preparados a base de pescado conteniendo pasta o cuscús (01.1.1.6).
- 	Ingredientes envasados a base de pescado y/o marisco para paellas, puede contener verduras y contiene arroz (01.1.1.1).
- 	Pastillas o polvos para caldos y sopas (01.1.9.9).
- 	Pasteles, empanadas, agujas y empanadillas de pescado, frescas o congeladas (01.1.9.4) para consumo directo.","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0114","0114","LECHE, QUESO Y HUEVOS","",3,"011","","","","","","AYUDACOD_COICOP16"
"01141","01141","LECHE ENTERA","",4,"0114","- 	Leche entera de origen animal con o sin cereales, fresca, pasteurizada o esterilizada, o tratada (tipo Flora) que contengan o no complementos.
- 	Leche entera sin lactosa.","Excluye:
- 	La leche entera para bebé (01.1.9.3).","L Bisemanal","SI","","AYUDACOD_COICOP16"
"01142","01142","LECHE SEMIDESCREMADA Y DESCREMADA","",4,"0114","- 	Leche semidescremada o descremada de origen animal con o sin cereales, fresca, pasteurizada o esterilizada o tratada (tipo Flora), que contengan o no complementos.
- 	Leche semidescremada o descremada sin lactosa.","Excluye:
- 	La leche semidescremada o descremada para bebé (01.1.9.3).","L Bisemanal","SI","","AYUDACOD_COICOP16"
"01143","01143","LECHE CONSERVADA","",4,"0114","- 	Leche conservada de origen animal con o sin cereales, en polvo, condensada o evaporada, que contengan o no complementos.","Excluye:
- 	La leche en polvo para bebé (01.1.9.3).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01144","01144","YOGURES Y LECHES FERMENTADAS","",4,"0114","- 	Todo tipo de yogures (sólidos o líquidos) elaborados con algún tipo de fermentación, naturales, con sabor, con frutas, azucarados, desnatados, enriquecidos, con bífidus, extra de proteínas...
- 	Productos a base de leche fermentada (cuajada, cuajo, kéfir¿).
- 	Productos a base de leches fermentadas tipo Actimel, Danacol, Benecol o Yolado.
- 	Yogures con cereales aparte (tipo Mix¿it).
- 	Yogures de soja.","Excluye:
- 	El queso y petit suisse (01.1.4.5).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01145","01145","QUESO Y REQUESÓN","",4,"0114","- 	Todo tipo de queso curado, semicurado y tierno de cualquier tipo de leche o mezclas de diferentes leches. 
- 	Queso fresco, queso de Burgos, Villalón¿ Requesón. 
- 	Todo tipo de quesos en porciones y de untar, quesitos y lonchas.
- 	Petit suisse, petit nesquik, Yoco-go, Danonino.
- 	Queso rallado y similar.
- 	Productos elaborados mayoritariamente con queso o cuyo componente principal sea el queso (p. ej.: las croquetas con queso listas para freír).","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01146","01146","OTROS PRODUCTOS A BASE DE LECHE","",4,"0114","- 	Todo tipo de postres y bebidas, comprados en supermercado, a base de leche, nata fresca. 
- 	Otros productos similares a base de leche: arroz con leche, natillas, flanes, batidos (vainilla o fresa), mouse (chocolate, limón...), copa tipo Danone (cualquier sabor), crema catalana.
- 	Preparados lácteos (Puleva Omega3).
- 	Leche vegetal (leche de soja, leche de almendras, leche de avena, leche de alpiste, leche de arroz...).
- 	Leche frita.","Excluye:
- 	Los helados (01.1.8.5). 
- 	La nata en polvo (01.1.9.9).
- 	Productos tipo Actimel (01.1.4.4).	
- 	El dulce de leche (01.1.9.9) o cualquier producto que en su composición lleve leche y no sea preparado lácteo. 
- 	El chocolate a la taza ya preparado en brick (01.2.1.4).
- 	Batido de chocolate, ""Choco-latte"" (01.2.1.4).
- 	Bebidas de leche con café tipo ""Cafe-latte"" (01.2.1.1).
- 	Preparados de leche y frutas tipo BIFRUTAS (01.2.2.5).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01147","01147","HUEVOS","",4,"0114","- 	Huevos de gallina y de otras aves. 
- 	Yemas de huevo líquidas, secas o congeladas. 
- 	Huevos en polvo para uso alimenticio conteniendo huevo o no y otros sucedáneos de huevo. 
- 	Claras de huevo, huevos cocidos, huevo hilado.
- 	Otros productos elaborados mayoritariamente con huevo, no listos para consumir.","Excluye:
- 	Huevos rellenos (01.1.9.4).
- 	Tortillas preparada (01.1.9.4).","U Bisemanal","SI","","AYUDACOD_COICOP16"
"0115","0115","ACEITES Y GRASAS","",3,"011","","","","","","AYUDACOD_COICOP16"
"01151","01151","MANTEQUILLA","",4,"0115","- 	Todo tipo de mantequilla.","Excluye: 
- 	La mantequilla de cacahuete (01.1.5.2).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01152","01152","MARGARINA Y OTRAS GRASAS VEGETALES","",4,"0115","- 	Todo tipo de margarina (incluso enriquecida con leche, chocolate¿). 
- 	Manteca vegetal, mantequilla o crema de cacahuete. 
- 	Otras grasas alimenticias vegetales puras o mezcladas.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01153","01153","ACEITE DE OLIVA","",4,"0115","Incluye orujo de oliva.","","L Bisemanal","SI","","AYUDACOD_COICOP16"
"01154","01154","OTROS ACEITES COMESTIBLES","",4,"0115","- 	Todo tipo de aceite: de girasol, soja, algodón, colza, maíz, cacahuete, palma, almendra, coco, copra¿ Todos ellos para uso alimenticio.","Excluye:
- 	El aceite de oliva (01.1.5.3).
- 	El aceite dietético (01.1.9.5).","L Bisemanal","SI","","AYUDACOD_COICOP16"
"01155","01155","OTRAS GRASAS ANIMALES COMESTIBLES","",4,"0115","- 	Manteca de cerdo, unto y grasas de cerdo naturales, prensadas o fundidas. 
- 	Otras grasas alimenticias animales, puras o mezcladas. 
- 	Grasas de aves naturales, prensadas o fundidas. 
- 	Grasas de animales marinos.","Excluye:
- 	El aceite de hígado de bacalao, halibut o fletán (06.1.1.1).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0116","0116","FRUTAS","",3,"011","","Excluye:
- 	Compotas, mermeladas y gelatinas de frutas, frutas confitadas o escarchadas (01.1.8).
- 	Alimentos para bebé, elaborados con frutas (01.1.9.3).
- 	Zumos de frutas (01.2.2.5).","","SI","","AYUDACOD_COICOP16"
"01160","01160","FRUTA CONGELADA","",4,"0116","- 	Todo tipo de fruta congelada.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01161","01161","CÍTRICOS (FRESCOS O REFRIGERADOS)","",4,"0116","- 	Naranjas, mandarinas, clementinas y similares. 
- 	Limones, pomelos, toronjas, cidras, bergamotas, limas¿

Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01162","01162","PLÁTANOS (FRESCOS O REFRIGERADOS)","",4,"0116","Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01163","01163","MANZANAS (FRESCAS O REFRIGERADAS)","",4,"0116","Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01164","01164","PERAS (FRESCAS O REFRIGERADAS)","",4,"0116","Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01165","01165","FRUTAS CON HUESO (FRESCAS O REFRIGERADAS)","",4,"0116","- 	Melocotones, fresquillas, duraznos, albérchigos, albaricoques, ciruelas, pavías, pasiegos, nectarinas, paraguayas, nísperos, aguacates, mango, cerezas, picotas, guindas, dátiles.

Incluye la fruta pelada o troceada de esas variedades.","Excluye:
- 	Dátiles glaseados (01.1.8.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01166","01166","BAYAS (FRESCAS O REFRIGERADAS)","",4,"0116","- 	Fresas, fresones, frambuesas, moras, grosellas, uvas, arándanos, endrinas¿

Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01167","01167","OTRAS FRUTAS (FRESCAS O REFRIGERADAS)","",4,"0116","- 	Melón, sandía, kiwis, membrillos, granadas, higos chumbos, piña; lichis, cocos, higos, brevas, chirimoyas, papaya, caquis, persimón, otras frutas tropicales¿

Incluye la fruta pelada o troceada de esas variedades.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01168","01168","FRUTOS SECOS","",4,"0116","- 	Nueces, pistachos, almendras, cacahuetes, avellanas; pipas de girasol, de calabaza...; castañas y castañas pilongas; piñones; y otros frutos secos no confitados y semillas comestibles.
- 	Higos secos, chufas, uvas pasas, ciruelas pasas, melocotones secos, orejones; y otras frutas deshidratadas.","Excluye:
- 	Los frutos secos confitados (como peladillas, garrapiñadas y todo tipo de almendras confitadas, cacahuetes confitados; nueces, avellanas confitadas) (01.1.8.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01169","01169","FRUTAS PREPARADAS Y  EN CONSERVA","",4,"0116","- 	Las conservas al natural o en almíbar de piña, pera, manzana, fresa, ciruela, frambuesa, melocotón¿ enteras o troceadas; macedonia de frutas; frutas preparadas de otro modo con o sin azúcar o alcohol.
- 	Manzanas asadas.
- 	Plátano frito. 
- 	Fruta de bolsillo, coco rallado.
- 	Envases de fruta fresca mixta, macedonia de frutas.","Excluye:
- 	Las mermeladas, confituras, compotas, purés y gelatinas de fruta (01.1.8.2).
- 	Zumos de frutas (01.2.2.5).
- 	Sirope de fresa (01.1.9.9)
- 	Los productos para bebés preparados a base de frutas (01.1.9.3).
- 	Los productos dietéticos a base de frutas (01.1.9.5).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0116A","0116A","FRUTAS NO DESGLOSABLES","",4,"0116","","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0116B","0116B","FRUTAS Y HORTALIZAS NO DESGLOSABLES","",4,"0116","","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0117","0117","LEGUMBRES, HORTALIZAS Y PATATAS ","",3,"011","","","","","","AYUDACOD_COICOP16"
"01170","01170","VERDURAS Y HORTALIZAS NO DESGLOSABLES ","",4,"0117","","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01171","01171","HORTALIZAS DE HOJA O DE TALLO (FRESCAS O REFRIGERADAS)","",4,"0117","- 	Lechuga, escarola, endivia, cogollos de lechuga, en bandeja o al peso. 
- 	Cardos, grelos, nabizas, ajetes, achicoria, apio, alcachofas, acelgas, espinacas, berros, acederas, acederillas, borraja, hojas de nabicol, etc.
- 	Algas frescas.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01172","01172","BOLSAS DE  MEZCLA DE LECHUGAS (FRESCAS O REFRIGERADAS) ","",4,"0117","- 	Bolsas o paquetes de mezcla de lechugas de ensalada compuesta por varias 	variedades de lechuga fresca; pueden contener algún otro tipo de verduras frescas, como zanahoria, lombarda, canónigos, espinaca fresca...
- 	Puede contener algún tipo de condimento.","Excluye:
- 	Las ensaladas con lechuga y otros ingredientes adicionales (queso, tomate, picatostes, salsas...) que irían a Comidas Preparadas (01.1.9.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01118","01118","OTROS PRODUCTOS ELABORADOS CON CEREALES, NO RECOGIDOS ANTERIORMENTE","",4,"0111","- 	Mezclas y masas para la preparación de productos de panadería o pastelería (hojaldre, bases para pizzas, masa para empanadillas y empanadas¿).
- 	Fajitas, burritos, tacos, tortitas mejicanas de maíz, sin relleno o solo con la salsa.
- 	Tortitas de arroz o maíz inflado, con o sin chocolate.
- 	Malta: harina y extracto de malta, e ingredientes culinarios basados en harinas, almidones o extractos de malta.
- 	Todo tipo de almidones y féculas, como la de patata, tapioca, sagú y otros almidones.
- 	Maizena.","Excluye:
- 	Pan de pita (01.1.1.3).
- 	Fajitas, burritos, tacos y tortitas mejicanas de maíz, que incluyan relleno (01.1.9.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0112","0112","CARNE","",3,"011","Se incluye el animal vivo que se compra para consumir en el hogar; dependiendo del tipo de animal, va a uno u otro código.
Se toma el criterio de que la carne adobada no tiene ningún tipo de preparación. La carne es fresca si no está cocida, salada, ahumada o procesada, aunque sí puede estar adobada. De ahí que se incluya dentro de cada categoría de carne fresca, las hamburguesas, chorizos, salchichas u otros embutidos frescos no procesados.","Excluye: 
- 	Pastas que contengan carnes (01.1.1.6). 
- 	Caracoles y ranas (01.1.3.3).
- 	Sopas conteniendo carnes (01.1.9.9). 
- 	Manteca y grasas animales comestibles (01.1.5.5).","","SI","","AYUDACOD_COICOP16"
"01120","01120","CARNICERÍA NO DESGLOSABLE ","",4,"0112","","Incluye alimentos de los subgrupos 01.1.2.1, 01.1.2.2, 01.1.2.3, 01.1.2.4, 01.1.2.5 y 01.1.2.6, sin que puedan separarse.","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01121","01121","CARNE DE BOVINO FRESCA, REFRIGERADA O CONGELADA","",4,"0112","- 	Carne de vaca, de novillo, de buey, de toro, de ternera y añojo fresca, refrigerada o congelada.
- 	Carne picada, el chorizo fresco (tipo criollo) o hamburguesas, de bovino.
- 	Aleta rellena de ternera, solo si incluye carne de ternera y no otros tipos de carne en el relleno.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01122","01122","CARNE DE PORCINO FRESCA, REFRIGERADA O CONGELADA","",4,"0112","- 	Carne de cerdo, lechón y cochinillo fresca, refrigerada o congelada
- 	Carne picada, salchicha fresca, chorizo fresco, butifarra fresca y hamburguesas, de porcino.
- 	Tocino fresco (adobado o no).
- 	Codillo de cerdo fresco.
- 	Cinta de lomo (fresca, adobada o al ajillo), costillas (adobadas o no), pinchos morunos.","Excluye:
- 	Beicon o tocino ahumado. (01.1.2.7)
- 	Morcillas, sea del tipo que sea, todas van al 01.1.2.8.","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01123","01123","CARNE DE OVINO Y CAPRINO FRESCA, REFRIGERADA O CONGELADA","",4,"0112","- 	Carne de cordero lechal, cabrito lechal, cordero pascual y recental, oveja, cabra, cabrito y borrego fresca, refrigerada o congelada.
- 	Carne picada, salchicha fresca y hamburguesas, de ovino.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01124","01124","CARNE DE AVE FRESCA, REFRIGERADA O CONGELADA","",4,"0112","- 	Pollo, gallina, pavo, ganso, pato, capón, frescos, refrigerados o congelados.
- 	Carne picada, salchicha fresca y hamburguesas, de estos animales mixtas o no.","Excluye: 
- 	La caza (01.1.2.5).
- 	Foie fresco (01.1.2.6).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01125","01125","OTRAS CARNES (FRESCAS Y CONGELADAS)","",4,"0112","- 	Liebres, conejos y cualquier otro tipo de caza (ciervo, gamo, venado, jabalí...).
- 	Faisán, urogallo, paloma, codorniz, perdiz, avestruz¿ 
- 	Caballo, mula, burro, camello y similares; carne y productos comestibles de mamíferos marinos (focas, morsas, ballenas¿).
- 	Carne picada, salchicha fresca y hamburguesas, de estos animales.","Excluye:
- 	Los despojos y menudillos de estas carnes adquiridos por separado (01.1.2.6","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01126","01126","DESPOJOS Y MENUDILLOS","",4,"0112","- 	Hígado de vaca, buey, ternera, cerdo, ovino¿ mollejas, riñones, sesos, lengua, callos no preparados, bofe, criadillas, rabo, sangre, menudillos e higadillos de pollo, corazón, tripas, patas, cabezas, morros, huesos de jamón, huesos de espinazo, cortezas (frescas o adobadas), orejas de cerdo (frescas o adobadas)¿
- 	Carcasas de pollo.
- 	Foie fresco.
- 	Despojos y menudillos de otras carnes adquiridos por separado.
- 	Otros productos de casquería.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01127","01127","CHARCUTERÍA Y CARNE SECA, SALADA O AHUMADA","",4,"0112","Incluye productos a granel, enlatados o en bolsas al vacío. 
- 	Jamón serrano. 
- 	Embutidos curados: lomo, cecina, chorizo curado, salami, salchichón, longaniza, morcón¿
- 	Beicon o tocino salado o ahumado.
- 	Codillo cerdo en salmuera o ahumado, lomo de Sajonia.
- 	Fuet, espetec, longaniza de pascua, butifarra seca. 
- 	Cortezas de cerdo para freír.
- 	Magro enlatado.
- 	Salchichas tipo Frankfort ahumadas, con queso, con jamón¿ 
- 	Sobrasada, manteca colorá.
- 	Chosco, chóped, pollo trufado, cabeza de jabalí, chicharrones, lacón, mortadela¿
- 	Jamón York, jamón cocido, pavo y otros productos de charcutería bajos en grasa, magro enlatado.
- 	Botillo (al ser carne de cerdo ahumada).
- 	Charcutería no desglosable.","Excluye:
- 	Las grasas animales comestibles (01.1.5.5).
- 	Las salchichas frescas de carne mixtas (01.1.2.8).
- 	Los patés de pescado (01.1.3.6).
- 	Morcillas, sea del tipo que sea, todas van al 01.1.2.8.","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01128","01128","CARNES PROCESADAS Y OTRAS PREPARACIONES A BASE DE CARNE, FRESCAS O CONGELADAS","",4,"0112","Se incluyen todo tipo de carnes preparadas y otros productos conteniendo carne que no son para consumo directo sino que precisan ser cocinados.
- 	Aleta rellena de ternera, incluyendo otros tipos de carne en el relleno.
- 	Croquetas conteniendo carne o jamón frescas o congeladas; pechugas Villarroy frescas o congeladas sin freír (las fritas van a comidas preparadas). 
- 	Carnes ""enharinadas"", con harina, patata o pan, que no sea para consumo directo.
- 	Ingredientes envasados a base de carne para la preparación de paellas, cocidos, fabadas¿ frescos o congelados (p.ej.: bandeja de pollo y conejo). Puede contener verduras.
- 	Productos enlatados o en sobres herméticamente cerrados a base de carne, como corned-beef,  codornices y perdices escabechadas, conservas de carne¿
- 	Compango, morcilla de cualquier tipo.
- 	Carne picada mixta, salchicha fresca mixta., hamburguesa mixta, fresca o congelada.
- 	Foie-gras y patés de carne de todo tipo, incluido el paté de liebre (aunque esté lista para consumir, no se incluye en comidas preparadas).
- 	Foie cocido, mi-cuit o semiconserva.
- 	Bocadelia de carne.","Excluye:
- 	Pastillas o polvos para caldo y sopas (01.1.9.9).
- 	Productos dietéticos a base de carne (01.1.9.5). 
- 	Los alimentos para bebé preparados a base de carne (01.1.9.3).
- 	Pizzas y quiches (01.1.1.5).
- 	Pasteles, empanadas, agujas y empanadillas de carne frescas o congeladas (01.1.9.4).
- 	Pasta o cuscús, preparado conteniendo carne (01.1.1.6).
- 	Platos  preparados a base de carne (albóndigas con guisantes, perdices con pisto, callos...) (01.1.9.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0113","0113","PESCADO Y MARISCO","",3,"011","Se incluye el animal vivo que se compra para consumir en el hogar.","Excluye:
- 	Pastas alimenticias que contengan pescado (01.1.1.6). 
- 	Alimentos para bebés que contengan pescado (01.1.9.3).
- 	Sopas de pescado listas para consumir (01.1.9.4).
- 	Preparados de sopas de pescado deshidratadas (01.1.9.9).
- 	Preparados de paellas, con arroz, que contengan pescado (01.1.1.1).","","SI","","AYUDACOD_COICOP16"
"01130","01130","PESCADOS Y MARISCOS, NO DESGLOSABLES","",4,"0113","Incluye alimentos del subgrupo 01.1.3 sin que puedan separarse.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
